Directory,File,File_2,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,Site,Habitat1,Habitat2,Habitat3,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet,Remarques,Fichier,Loca_disque,Machine
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160708_230139_223.wav,2-BARBA_20160708_230139_223.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Secondary,Rhisp,10,Rhihip,10,2016,7,8,23,1,8/07/2016,23:01,8/07/2016,2-BARBA,Torgny Vignoble,,,,10,106,69,8,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160708_230948_061.wav,2-BARBA_20160708_230948_061.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,7,Rhihip,7,2016,7,8,23,9,8/07/2016,23:09,8/07/2016,2-BARBA,Torgny Vignoble,,,,3,95,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160708_235801_603.wav,2-BARBA_20160708_235801_603.wav,ChiroSp,ENVsp,Smits Q.,P. Verte,Main,ENVsp,4,Nyclei,4,2016,7,8,23,58,8/07/2016,23:58,8/07/2016,2-BARBA,Torgny Vignoble,,,,5,23,0,8,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_000519_517.wav,2-BARBA_20160709_000519_517.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,9,0,5,9/07/2016,0:05,8/07/2016,2-BARBA,Torgny Vignoble,,,,22,47,38,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_002628_168.wav,2-BARBA_20160709_002628_168.wav,ChiroSp,Eptser,A. Flipo,P. Verte,Main,ENVsp,3,Eptser,3,2016,7,9,0,26,9/07/2016,0:26,8/07/2016,2-BARBA,Torgny Vignoble,,,,24,24,0,8,6,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_004014_687.wav,2-BARBA_20160709_004014_687.wav,Rhihip,Rhihip,Smits Q.,P. Verte,Main,Rhisp,7,Rhihip,7,2016,7,9,0,40,9/07/2016,0:40,8/07/2016,2-BARBA,Torgny Vignoble,,,,21,53,0,9,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_004243_289.wav,2-BARBA_20160709_004243_289.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,8,Rhihip,8,2016,7,9,0,42,9/07/2016,0:42,8/07/2016,2-BARBA,Torgny Vignoble,,,,17,97,36,9,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_005552_383.wav,2-BARBA_20160709_005552_383.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,Pip35,4,Pipnat,3,2016,7,9,0,55,9/07/2016,0:55,8/07/2016,2-BARBA,Torgny Vignoble,,,,7,42,75,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_012644_217.wav,2-BARBA_20160709_012644_217.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,7,Rhihip,7,2016,7,9,1,26,9/07/2016,1:26,8/07/2016,2-BARBA,Torgny Vignoble,,,,2,47,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_014334_509.wav,2-BARBA_20160709_014334_509.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Secondary,Rhisp,10,Rhihip,10,2016,7,9,1,43,9/07/2016,1:43,8/07/2016,2-BARBA,Torgny Vignoble,,,,10,104,0,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_014413_673.wav,2-BARBA_20160709_014413_673.wav,ENVsp,Eptser,A. Flipo,P. Verte,Main,ENVsp,8,Eptser,3,2016,7,9,1,44,9/07/2016,1:44,8/07/2016,2-BARBA,Torgny Vignoble,,,,23,25,205,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_014522_435.wav,2-BARBA_20160709_014522_435.wav,ChiroSp,ENVsp,Smits Q.,P. Verte,Secondary,ENVsp,4,Nycnoc,4,2016,7,9,1,45,9/07/2016,1:45,8/07/2016,2-BARBA,Torgny Vignoble,,,,4,23,0,6,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_014712_913.wav,2-BARBA_20160709_014712_913.wav,ChiroSp,Nyclei,A. Flipo,P. Verte,Main,ENVsp,5,Nyclei,2,2016,7,9,1,47,9/07/2016,1:47,8/07/2016,2-BARBA,Torgny Vignoble,,,,36,28,0,7,4,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_015333_143.wav,2-BARBA_20160709_015333_143.wav,ChiroSp,Nyclei,A. Flipo,P. Verte,Main,ENVsp,5,Nycnoc,2,2016,7,9,1,53,9/07/2016,1:53,8/07/2016,2-BARBA,Torgny Vignoble,,,,15,23,0,7,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_015338_143.wav,2-BARBA_20160709_015338_143.wav,ChiroSp,ENVsp,Smits Q.,P. Verte,Main,ENVsp,5,Nyclei,5,2016,7,9,1,53,9/07/2016,1:53,8/07/2016,2-BARBA,Torgny Vignoble,,,,2,23,0,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160709_020850_683.wav,2-BARBA_20160709_020850_683.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,9,Pippyg,7,2016,7,9,2,8,9/07/2016,2:08,8/07/2016,2-BARBA,Torgny Vignoble,,,,22,54,86,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_010317_667.wav,2-BARBA_20160710_010317_667.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,10,1,3,10/07/2016,1:03,9/07/2016,2-BARBA,Lisière Torgny,,,,8,47,23,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_010328_521.wav,2-BARBA_20160710_010328_521.wav,Rhihip,Rhihip,Smits Q.,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,10,1,3,10/07/2016,1:03,9/07/2016,2-BARBA,Lisière Torgny,,,,14,47,50,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_030031_030.wav,2-BARBA_20160710_030031_030.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,9,Pippyg,6,2016,7,10,3,0,10/07/2016,3:00,9/07/2016,2-BARBA,Lisière Torgny,,,,23,54,52,6,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_030052_009.wav,2-BARBA_20160710_030052_009.wav,Pip50,Pippyg,A. Flipo,P. Verte,Main,Pip50,10,Pippyg,4,2016,7,10,3,0,10/07/2016,3:00,9/07/2016,2-BARBA,Lisière Torgny,,,,70,53,0,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_032010_353.wav,2-BARBA_20160710_032010_353.wav,ChiroSp,Myosp,Smits Q.,P. Verte,Main,Myosp,4,Myoalc,4,2016,7,10,3,20,10/07/2016,3:20,9/07/2016,2-BARBA,Lisière Torgny,,,,71,53,51,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_035624_062.wav,2-BARBA_20160710_035624_062.wav,ChiroSp,ChiroSp,Smits Q.,P. Verte,Main,Myosp,4,Myoalc,4,2016,7,10,3,56,10/07/2016,3:56,9/07/2016,2-BARBA,Lisière Torgny,,,,3,53,237,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_224630_169.wav,2-BARBA_20160710_224630_169.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,10,22,46,10/07/2016,22:46,10/07/2016,2-BARBA,Lisière Torgny,,,,8,47,0,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160710_235348_304.wav,2-BARBA_20160710_235348_304.wav,ChiroSp,Myosp,Smits Q.,P. Verte,Main,Myosp,5,Myoalc,5,2016,7,10,23,53,10/07/2016,23:53,10/07/2016,2-BARBA,Lisière Torgny,,,,27,52,0,4,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160711_035009_077.wav,2-BARBA_20160711_035009_077.wav,ChiroSp,Myosp,Smits Q.,P. Verte,Main,Myosp,4,Myoalc,4,2016,7,11,3,50,11/07/2016,3:50,10/07/2016,2-BARBA,Lisière Torgny,,,,112,53,0,4,0,1,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160718_221709_121.wav,2-BARBA_20160718_221709_121.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,10,Nycnoc,2,2016,7,18,22,17,18/07/2016,22:17,18/07/2016,2-BARBA,Radru,,,,28,25,149,8,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160718_222233_369.wav,2-BARBA_20160718_222233_369.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,8,Nycnoc,3,2016,7,18,22,22,18/07/2016,22:22,18/07/2016,2-BARBA,Radru,,,,32,28,140,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160718_235907_185.wav,2-BARBA_20160718_235907_185.wav,Rhihip,Rhihip,A. Flipo,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,18,23,59,18/07/2016,23:59,18/07/2016,2-BARBA,Radru,,,,29,47,34,8,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_001010_789.wav,2-BARBA_20160719_001010_789.wav,Rhihip,Rhihip,Smits Q.,P. Verte,Main,Rhisp,10,Rhihip,10,2016,7,19,0,10,19/07/2016,0:10,18/07/2016,2-BARBA,Radru,,,,30,98,0,8,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_002049_722.wav,2-BARBA_20160719_002049_722.wav,ENVsp,Eptser,Smits Q.,P. Verte,Main,ENVsp,10,Eptser,4,2016,7,19,0,20,19/07/2016,0:20,18/07/2016,2-BARBA,Radru,,,,13,24,278,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_004430_907.wav,2-BARBA_20160719_004430_907.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,10,Pippyg,10,2016,7,19,0,44,19/07/2016,0:44,18/07/2016,2-BARBA,Radru,,,,20,53,0,8,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_004645_295.wav,2-BARBA_20160719_004645_295.wav,ChiroSp,ENVsp,Smits Q.,P. Verte,Main,ENVsp,4,Nyclei,4,2016,7,19,0,46,19/07/2016,0:46,18/07/2016,2-BARBA,Radru,,,,4,24,709,9,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_010151_143.wav,2-BARBA_20160719_010151_143.wav,ChiroSp,Myosp,Smits Q.,P. Verte,Main,Myosp,4,Myobec,4,2016,7,19,1,1,19/07/2016,1:01,18/07/2016,2-BARBA,Radru,,,,28,40,95,6,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_022124_839.wav,2-BARBA_20160719_022124_839.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,Pip35,2,Pipnat,2,2016,7,19,2,21,19/07/2016,2:21,18/07/2016,2-BARBA,Radru,,,,7,42,176,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160719_232123_688.wav,2-BARBA_20160719_232123_688.wav,Rhifer,Rhifer,Smits Q.,P. Verte,Main,Rhisp,10,Rhifer,7,2016,7,19,23,21,19/07/2016,23:21,19/07/2016,2-BARBA,Radru,,,,119,81,0,8,6,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_005604_000.wav,2-BARBA_20160720_005604_000.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Secondary,ENVsp,6,Nyclei,2,2016,7,20,0,56,20/07/2016,0:56,19/07/2016,2-BARBA,Radru,,,,5,25,181,6,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_011854_571.wav,2-BARBA_20160720_011854_571.wav,Pipnat,Pipnat,A. Flipo,P. Verte,Main,Pip35,7,Pipnat,7,2016,7,20,1,18,20/07/2016,1:18,19/07/2016,2-BARBA,Radru,,,,5,41,309,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_012451_118.wav,2-BARBA_20160720_012451_118.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,9,Nyclei,3,2016,7,20,1,24,20/07/2016,1:24,19/07/2016,2-BARBA,Radru,,,,7,27,283,6,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_012706_200.wav,2-BARBA_20160720_012706_200.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,2,Nyclei,2,2016,7,20,1,27,20/07/2016,1:27,19/07/2016,2-BARBA,Radru,,,,3,27,0,7,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_012817_710.wav,2-BARBA_20160720_012817_710.wav,ENVsp,Eptser,A. Flipo,P. Verte,Main,ENVsp,10,Eptser,4,2016,7,20,1,28,20/07/2016,1:28,19/07/2016,2-BARBA,Radru,,,,21,25,161,8,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160720_013706_485.wav,2-BARBA_20160720_013706_485.wav,ENVsp,Eptser,A. Flipo,P. Verte,Main,ENVsp,10,Eptser,2,2016,7,20,1,37,20/07/2016,1:37,19/07/2016,2-BARBA,Radru,,,,17,26,278,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160725_013500_741.wav,2-BARBA_20160725_013500_741.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,Pip35,2,Pipnat,2,2016,7,25,1,35,25/07/2016,1:35,24/07/2016,2-BARBA,Petite Vaux Meix,,,,7,41,0,8,5,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160725_215359_845.wav,2-BARBA_20160725_215359_845.wav,ChiroSp,Eptser,Smits Q.,P. Verte,Main,ENVsp,4,Eptser,4,2016,7,25,21,53,25/07/2016,21:53,25/07/2016,2-BARBA,Petite Vaux Meix,,,,23,34,77,7,4,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160726_025947_115.wav,2-BARBA_20160726_025947_115.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,10,Pippyg,10,2016,7,26,2,59,26/07/2016,2:59,25/07/2016,2-BARBA,Petite Vaux Meix,,,,11,54,75,5,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160726_025955_733.wav,2-BARBA_20160726_025955_733.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,7,Pippyg,7,2016,7,26,2,59,26/07/2016,2:59,25/07/2016,2-BARBA,Petite Vaux Meix,,,,9,56,0,6,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160726_033057_889.wav,2-BARBA_20160726_033057_889.wav,ChiroSp,ChiroSp,Smits Q.,P. Verte,Secondary,Myosp,2,Myomyo,2,2016,7,26,3,30,26/07/2016,3:30,25/07/2016,2-BARBA,Petite Vaux Meix,,,,2,32,18,4,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160726_050946_961.wav,2-BARBA_20160726_050946_961.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,0,Nyclei,0,2016,7,26,5,9,26/07/2016,5:09,25/07/2016,2-BARBA,Petite Vaux Meix,,,,6,24,0,7,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160726_222700_820.wav,2-BARBA_20160726_222700_820.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,Pip50,4,Pippyg,3,2016,7,26,22,27,26/07/2016,22:27,26/07/2016,2-BARBA,Marais Beauregard,,,,103,54,0,7,2,1,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_002818_103.wav,2-BARBA_20160727_002818_103.wav,Pippyg,Pip50,Smits Q.,P. Verte,Secondary,Pip50,9,Pippyg,7,2016,7,27,0,28,27/07/2016,0:28,26/07/2016,2-BARBA,Marais Beauregard,,,,3,22,7,5,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_034237_733.wav,2-BARBA_20160727_034237_733.wav,Pippyg,Pip50,Smits Q.,P. Verte,Secondary,Pip50,10,Pippyg,7,2016,7,27,3,42,27/07/2016,3:42,26/07/2016,2-BARBA,Marais Beauregard,,,,3,51,1,4,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_034324_000.wav,2-BARBA_20160727_034324_000.wav,Pippyg,Pip50,Smits Q.,P. Verte,Main,Pip50,10,Pippyg,6,2016,7,27,3,43,27/07/2016,3:43,26/07/2016,2-BARBA,Marais Beauregard,,,,1,52,0,3,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_230518_192.wav,2-BARBA_20160727_230518_192.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Main,Rhisp,10,Rhifer,10,2016,7,27,23,5,27/07/2016,23:05,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,10,81,3,10,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_230525_391.wav,2-BARBA_20160727_230525_391.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Main,Rhisp,10,Rhifer,10,2016,7,27,23,5,27/07/2016,23:05,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,12,80,0,9,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_230900_533.wav,2-BARBA_20160727_230900_533.wav,Rhifer,Rhifer,Smits Q.,P. Verte,Secondary,Rhisp,10,Rhifer,10,2016,7,27,23,9,27/07/2016,23:09,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,8,81,0,9,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_230905_533.wav,2-BARBA_20160727_230905_533.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondary,Rhisp,10,Rhifer,10,2016,7,27,23,9,27/07/2016,23:09,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,3,80,0,8,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_231249_768.wav,2-BARBA_20160727_231249_768.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Main,Rhisp,10,Rhifer,10,2016,7,27,23,12,27/07/2016,23:12,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,13,79,0,8,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160727_235720_995.wav,2-BARBA_20160727_235720_995.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,2,Eptser,2,2016,7,27,23,57,27/07/2016,23:57,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,5,30,90,7,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_000928_148.wav,2-BARBA_20160728_000928_148.wav,ENVsp,Eptser,Smits Q.,P. Verte,Main,ENVsp,6,Eptser,3,2016,7,28,0,9,28/07/2016,0:09,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,11,29,170,4,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_004929_107.wav,2-BARBA_20160728_004929_107.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,3,Eptser,1,2016,7,28,0,49,28/07/2016,0:49,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,13,32,122,7,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_005720_693.wav,2-BARBA_20160728_005720_693.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,1,Eptser,1,2016,7,28,0,57,28/07/2016,0:57,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,4,29,126,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_013430_071.wav,2-BARBA_20160728_013430_071.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,0,Eptser,0,2016,7,28,1,34,28/07/2016,1:34,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,5,29,0,7,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_014724_839.wav,2-BARBA_20160728_014724_839.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,0,Eptser,0,2016,7,28,1,47,28/07/2016,1:47,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,1,32,0,7,6,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_020647_959.wav,2-BARBA_20160728_020647_959.wav,ChiroSp,Eptser,A. Flipo,P. Verte,Main,ENVsp,1,Eptser,1,2016,7,28,2,6,28/07/2016,2:06,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,14,32,126,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_023448_996.wav,2-BARBA_20160728_023448_996.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,Pip35,1,Pipnat,1,2016,7,28,2,34,28/07/2016,2:34,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,14,43,0,7,4,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_024648_855.wav,2-BARBA_20160728_024648_855.wav,ChiroSp,ChiroSp,Smits Q.,P. Verte,Main,Myosp,2,Myomyo,2,2016,7,28,2,46,28/07/2016,2:46,27/07/2016,2-BARBA,Bois d'Arrentement ,,,,2,32,0,4,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_215750_615.wav,2-BARBA_20160728_215750_615.wav,ENVsp,Eptser,A. Flipo,P. Verte,Main,ENVsp,9,Eptser,3,2016,7,28,21,57,28/07/2016,21:57,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,17,29,0,7,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_215843_351.wav,2-BARBA_20160728_215843_351.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,9,Eptser,1,2016,7,28,21,58,28/07/2016,21:58,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,20,28,135,7,4,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_215848_351.wav,2-BARBA_20160728_215848_351.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Main,ENVsp,8,Eptser,2,2016,7,28,21,58,28/07/2016,21:58,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,17,29,137,7,2,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_222519_000.wav,2-BARBA_20160728_222519_000.wav,ENVsp,ChiroSp,A. Flipo,P. Verte,Main,ENVsp,8,Eptser,1,2016,7,28,22,25,28/07/2016,22:25,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,7,27,128,7,1,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160728_225014_000.wav,2-BARBA_20160728_225014_000.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Main,Rhisp,10,Rhifer,9,2016,7,28,22,50,28/07/2016,22:50,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,40,81,0,8,3,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160729_013931_870.wav,2-BARBA_20160729_013931_870.wav,Pip35,PippiT,A. Flipo,P. Verte,Main,Pip35,6,Pipnat,5,2016,7,29,1,39,29/07/2016,1:39,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,13,41,171,7,0,0,Barbalux,,,G:/Fichiers ,SM2-2
G:/Fichiers sons chiros/Barba/SM2_2/,2-BARBA_20160729_033444_812.wav,2-BARBA_20160729_033444_812.wav,ChiroSp,ChiroSp,A. Flipo,P. Verte,Main,ENVsp,0,Nycnoc,0,2016,7,29,3,34,29/07/2016,3:34,28/07/2016,2-BARBA,Bois d'Arrentement ,,,,5,20,0,7,9,0,Barbalux,,,G:/Fichiers ,SM2-2
