Directory,File,File_2,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,Site,Habitat1,Habitat2,Habitat3,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet,Remarques,Fichier,Loca_disque,Machine
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160508_215229_000.wav,2-BARBA_20160508_215229_000.wav,Pipnat,Pipnat,A. Flipo,P. Verte,Secondaire,Pip35,10,Pipnat,6,2016,5,8,21,52,8/05/2016,21:52,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,9,41,0,7,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_003422_459.wav,2-BARBA_20160509_003422_459.wav,ENVsp,ENVsp,A. Flipo,P. Verte,Principal,ENVsp,7,Nyclei,3,2016,5,9,0,34,9/05/2016,0:34,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,24,24,159,7,1,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_003432_459.wav,2-BARBA_20160509_003432_459.wav,ChiroSp,ENVsp,A. Flipo,P. Verte,Principal,ENVsp,3,Nyclei,3,2016,5,9,0,34,9/05/2016,0:34,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,5,23,5,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_003847_181.wav,2-BARBA_20160509_003847_181.wav,ENVsp,Eptser,A. Flipo,P. Verte,Secondaire,ENVsp,10,Eptser,0,2016,5,9,0,38,9/05/2016,0:38,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,13,27,176,7,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_021527_944.wav,2-BARBA_20160509_021527_944.wav,PippiT,PippiT,P. Nyssen,P. Verte,Principal,Pip50,10,PippiT,10,2016,5,9,2,15,9/05/2016,2:15,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,10,46,0,5,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_022441_315.wav,2-BARBA_20160509_022441_315.wav,ENVsp,Eptser,A. Flipo,P. Verte,Principal,ENVsp,10,Eptser,4,2016,5,9,2,24,9/05/2016,2:24,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,16,25,190,7,3,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_031656_437.wav,2-BARBA_20160509_031656_437.wav,Rhifer,Rhifer,P. Nyssen,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,16,9/05/2016,3:16,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,70,81,0,8,3,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_031656_437.wav,2-BARBA_20160509_031656_437.wav,ENVsp,Eptser,P. Nyssen,P. Verte,Secondaire,ENVsp,10,Eptser,3,2016,5,9,3,16,9/05/2016,3:16,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,4,24,398,6,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_031701_437.wav,2-BARBA_20160509_031701_437.wav,Rhifer,Rhifer,P. Nyssen,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,17,9/05/2016,3:17,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,7,28,0,7,4,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032135_017.wav,2-BARBA_20160509_032135_017.wav,Rhifer,Rhifer,P. Nyssen,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,21,9/05/2016,3:21,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,10,80,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032209_000.wav,2-BARBA_20160509_032209_000.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,22,9/05/2016,3:22,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,4,80,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032214_000.wav,2-BARBA_20160509_032214_000.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,7,Rhifer,7,2016,5,9,3,22,9/05/2016,3:22,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,4,50,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032309_432.wav,2-BARBA_20160509_032309_432.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,23,9/05/2016,3:23,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,14,46,55,7,6,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032932_907.wav,2-BARBA_20160509_032932_907.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,29,9/05/2016,3:29,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,10,80,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032937_907.wav,2-BARBA_20160509_032937_907.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,29,9/05/2016,3:29,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,1,80,0,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_032959_073.wav,2-BARBA_20160509_032959_073.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,29,9/05/2016,3:29,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,3,44,0,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033021_506.wav,2-BARBA_20160509_033021_506.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,30,9/05/2016,3:30,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,26,32,0,7,4,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033027_703.wav,2-BARBA_20160509_033027_703.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,30,9/05/2016,3:30,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,8,81,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033032_703.wav,2-BARBA_20160509_033032_703.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,30,9/05/2016,3:30,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,20,49,0,8,1,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033042_448.wav,2-BARBA_20160509_033042_448.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,30,9/05/2016,3:30,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,21,71,0,8,1,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033141_577.wav,2-BARBA_20160509_033141_577.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Tertiaire,Rhisp,10,Rhifer,10,2016,5,9,3,31,9/05/2016,3:31,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,7,80,0,9,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_033146_577.wav,2-BARBA_20160509_033146_577.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,31,9/05/2016,3:31,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,12,80,0,9,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_034147_203.wav,2-BARBA_20160509_034147_203.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,41,9/05/2016,3:41,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,7,80,11,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_034157_538.wav,2-BARBA_20160509_034157_538.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Principal,Rhisp,10,Rhifer,10,2016,5,9,3,41,9/05/2016,3:41,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,9,80,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160509_034956_129.wav,2-BARBA_20160509_034956_129.wav,Rhifer,Rhifer,A. Flipo,P. Verte,Secondaire,Rhisp,10,Rhifer,10,2016,5,9,3,49,9/05/2016,3:49,8/05/2016,2-BARBA,Lisière sud Parc forestier Bellefontaine,Lisière vraie (milieu ouvert/milieux forestier),,,7,80,64,9,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160510_213858_228.wav,2-BARBA_20160510_213858_228.wav,ChiroSp,Nyclei,A. Flipo,P. Verte,Principal,ENVsp,4,Nyclei,4,2016,5,10,21,38,10/05/2016,21:38,10/05/2016,2-BARBA,Pont Chevratte 2,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,11,23,0,8,1,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-2/wav/partie2/,2-BARBA_20160511_211451_595.wav,2-BARBA_20160511_211451_595.wav,ChiroSp,Nyclei,A. Flipo,P. Verte,Principal,ENVsp,3,Nyclei,3,2016,5,11,21,14,11/05/2016,21:14,11/05/2016,2-BARBA,Pont Chevratte 2,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,10,23,0,8,3,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-2
G:/Barba_Lux/SM2-B/wav/,B-BARBA_20160518_000029_814.wav,B-BARBA_20160518_000029_814.wav,Barbar,Barbar,P. Nyssen,T. Dandoit,Principal,Barbar,10,Barbar,9,2016,5,18,0,0,18/05/2016,0:00,17/05/2016,B-BARBA,Villers-dt-Orval - Bois le Bâtis,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,11,32,111,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-B
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160504_224337_942.wav,A-BARBA_20160504_224337_942.wav,ChiroSp,Myosp,B. Herry,P. Nyssen,Principal,Barbar,0,Barbar,0,2016,5,4,22,43,4/05/2016,22:43,4/05/2016,A-BARBA,Valensart - Lisière,Lisière vraie (milieu ouvert/milieux forestier),"Route (induré, circulation véhicule rapide)",,10,38,0,6,1,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160504_224427_487.wav,A-BARBA_20160504_224427_487.wav,Pipnat,Pipnat,A. Flipo,P. Nyssen,Principal,Pip35,10,Pipnat,9,2016,5,4,22,44,4/05/2016,22:44,4/05/2016,A-BARBA,Valensart - Lisière,Lisière vraie (milieu ouvert/milieux forestier),"Route (induré, circulation véhicule rapide)",,23,40,187,8,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160505_021924_802.wav,A-BARBA_20160505_021924_802.wav,Rhihip,Rhihip,P. Nyssen,P. Nyssen,Principal,Rhisp,10,Rhihip,10,2016,5,5,2,19,5/05/2016,2:19,4/05/2016,A-BARBA,Valensart - Lisière,Lisière vraie (milieu ouvert/milieux forestier),"Route (induré, circulation véhicule rapide)",,28,109,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160505_214119_000.wav,A-BARBA_20160505_214119_000.wav,Rhihip,Rhihip,P. Nyssen,P. Nyssen,Principal,Rhisp,10,Rhihip,10,2016,5,5,21,41,5/05/2016,21:41,5/05/2016,A-BARBA,"Orval, Ruisseau de Wiliers",Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,28,107,0,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160505_214124_000.wav,A-BARBA_20160505_214124_000.wav,Rhihip,Rhihip,P. Nyssen,P. Nyssen,Principal,Rhisp,10,Rhihip,10,2016,5,5,21,41,5/05/2016,21:41,5/05/2016,A-BARBA,"Orval, Ruisseau de Wiliers",Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,12,104,0,6,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160505_232514_000.wav,A-BARBA_20160505_232514_000.wav,Rhifer,Rhifer,P. Nyssen,P. Nyssen,Principal,Rhisp,10,Rhifer,10,2016,5,5,23,25,5/05/2016,23:25,5/05/2016,A-BARBA,"Orval, Ruisseau de Wiliers",Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,3,79,0,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160505_232519_000.wav,A-BARBA_20160505_232519_000.wav,ChiroSp,Rhifer,P. Nyssen,P. Nyssen,Principal,Rhisp,0,Rhifer,0,2016,5,5,23,25,5/05/2016,23:25,5/05/2016,A-BARBA,"Orval, Ruisseau de Wiliers",Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,2,49,0,3,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160507_214004_000.wav,A-BARBA_20160507_214004_000.wav,Pipnat,Pipnat,A. Flipo,P. Nyssen,Principal,Pip35,10,Pipnat,8,2016,5,7,21,40,7/05/2016,21:40,7/05/2016,A-BARBA,Chameleu - Ruisseau,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,51,42,0,7,3,3,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160507_214009_000.wav,A-BARBA_20160507_214009_000.wav,Pipnat,Pipnat,A. Flipo,P. Nyssen,Principal,Pip35,10,Pipnat,7,2016,5,7,21,40,7/05/2016,21:40,7/05/2016,A-BARBA,Chameleu - Ruisseau,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,14,41,76,7,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160508_035149_000.wav,A-BARBA_20160508_035149_000.wav,ChiroSp,Myomyo,B. Herry,P. Nyssen,Principal,Barbar,1,Barbar,0,2016,5,8,3,51,8/05/2016,3:51,7/05/2016,A-BARBA,Chameleu - Ruisseau,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,8,32,0,6,4,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie1/,A-BARBA_20160508_043754_000.wav,A-BARBA_20160508_043754_000.wav,Rhifer,Rhifer,P. Nyssen,P. Nyssen,Principal,Rhisp,10,Rhifer,10,2016,5,8,4,37,8/05/2016,4:37,7/05/2016,A-BARBA,Chameleu - Ruisseau,Cours d'eau - ruisseau (L < 3m),Bande boisée et alignement d'arbres,,3,81,0,6,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160510_212732_925.wav,A-BARBA_20160510_212732_925.wav,ChiroSp,ENVsp,A. Flipo,T. Debaere,Principal,ENVsp,3,Nycnoc,1,2016,5,10,21,27,10/05/2016,21:27,10/05/2016,A-BARBA,Bertrix - « bois-plat » vallée des Muno 1,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,11,21,244,9,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160510_220423_796.wav,A-BARBA_20160510_220423_796.wav,ENVsp,Eptser,A. Flipo,T. Debaere,Principal,ENVsp,9,Eptser,2,2016,5,10,22,4,10/05/2016,22:04,10/05/2016,A-BARBA,Bertrix - « bois-plat » vallée des Muno 1,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,15,26,161,7,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160511_004634_095.wav,A-BARBA_20160511_004634_095.wav,ENVsp,ENVsp,A. Flipo,T. Debaere,Principal,ENVsp,7,Nyclei,3,2016,5,11,0,46,11/05/2016,0:46,10/05/2016,A-BARBA,Bertrix - « bois-plat » vallée des Muno 1,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,3,22,0,7,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160511_215422_495.wav,A-BARBA_20160511_215422_495.wav,ChiroSp,PippiT,P. Nyssen,T. Debaere,Principal,Barbar,0,Barbar,0,2016,5,11,21,54,11/05/2016,21:54,11/05/2016,A-BARBA,Bertrix - « bois-plat » vallée des Muno 2,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,3,42,0,5,3,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160511_220403_459.wav,A-BARBA_20160511_220403_459.wav,Pipnat,Pipnat,A. Flipo,T. Debaere,Principal,Pip35,9,Pipnat,9,2016,5,11,22,4,11/05/2016,22:04,11/05/2016,A-BARBA,Bertrix - « bois-plat » vallée des Muno 2,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,13,41,113,8,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160513_220046_058.wav,A-BARBA_20160513_220046_058.wav,ChiroSp,PippiT,A. Flipo,T. Debaere,Principal,Pip35,5,Pipnat,5,2016,5,13,22,0,13/05/2016,22:00,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,44,42,87,8,4,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160513_230338_863.wav,A-BARBA_20160513_230338_863.wav,Pippyg,Pippyg,A. Flipo,T. Debaere,Principal,Pip50,10,Pippyg,10,2016,5,13,23,3,13/05/2016,23:03,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,43,56,90,8,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160513_234034_936.wav,A-BARBA_20160513_234034_936.wav,Pipnat,PippiT,A. Flipo,T. Debaere,Principal,Pip35,7,Pipnat,7,2016,5,13,23,40,13/05/2016,23:40,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,16,42,94,7,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160514_014309_111.wav,A-BARBA_20160514_014309_111.wav,ENVsp,ENVsp,A. Flipo,T. Debaere,Principal,ENVsp,7,Nyclei,5,2016,5,14,1,43,14/05/2016,1:43,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,5,23,13,8,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160514_040016_184.wav,A-BARBA_20160514_040016_184.wav,ChiroSp,Myosp,P. Nyssen,T. Debaere,Principal,Barbar,2,Barbar,1,2016,5,14,4,0,14/05/2016,4:00,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,1,34,0,5,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160514_043435_767.wav,A-BARBA_20160514_043435_767.wav,ChiroSp,ChiroSp,P. Nyssen,T. Debaere,Principal,Barbar,0,Barbar,0,2016,5,14,4,34,14/05/2016,4:34,13/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,1,38,0,4,2,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160514_223724_973.wav,A-BARBA_20160514_223724_973.wav,ChiroSp,ChiroSp,B. Herry,T. Debaere,Principal,Barbar,1,Barbar,0,2016,5,14,22,37,14/05/2016,22:37,14/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,13,32,135,6,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160515_030904_143.wav,A-BARBA_20160515_030904_143.wav,ChiroSp,ChiroSp,P. Nyssen,T. Debaere,Principal,Barbar,1,Barbar,0,2016,5,15,3,9,15/05/2016,3:09,14/05/2016,A-BARBA,Bertrix « la bênie »,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,3,36,0,5,0,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054123_217.wav,A-BARBA_20160517_054123_217.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,8,Pipnat,8,2016,5,17,5,41,17/05/2016,5:41,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,14,37,0,8,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054132_996.wav,A-BARBA_20160517_054132_996.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,8,Pipnat,8,2016,5,17,5,41,17/05/2016,5:41,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,9,38,0,8,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054206_865.wav,A-BARBA_20160517_054206_865.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,8,Pipnat,8,2016,5,17,5,42,17/05/2016,5:42,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,10,38,0,8,6,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054241_009.wav,A-BARBA_20160517_054241_009.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,7,Pipnat,7,2016,5,17,5,42,17/05/2016,5:42,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,6,38,0,7,4,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054406_925.wav,A-BARBA_20160517_054406_925.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,7,Pipnat,7,2016,5,17,5,44,17/05/2016,5:44,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,14,39,0,7,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054549_637.wav,A-BARBA_20160517_054549_637.wav,Pipnat,Pipnat,A. Flipo,T. Dandoit,Principal,Pip35,10,Pipnat,10,2016,5,17,5,45,17/05/2016,5:45,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,5,37,0,8,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
G:/Barba_Lux/SM2-A/wav/partie2/,A-BARBA_20160517_054701_405.wav,A-BARBA_20160517_054701_405.wav,Pipnat,ChiroSp,A. Flipo,T. Dandoit,Principal,Pip35,7,Pipnat,7,2016,5,17,5,47,17/05/2016,5:47,16/05/2016,A-BARBA,Villers-dt-Orval - Bois le comte,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",,6,38,0,7,5,0,Barbalux,,Pierrette,G:/Barba_Lux,SM2-A
