Directory,File,Validation,Id,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Opérateur,Habitat1,Habitat2,Machine,Projet
G:/SM2 Hautes Fagnes/wav-PART2/,SM2-1_0_20140707_233804_000.wav,P. Nyssen,PippiT,Main,Myosp,0,Myobra,0,2014,7,7,23,38,7/07/2014,23:38,7/07/2014,SM2-1,25,46,0,2,5,0,Mare C537 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav-PART2/,SM2-1_0_20140707_234317_632.wav,P. Nyssen,PippiT,Main,Myosp,0,Myobra,0,2014,7,7,23,43,7/07/2014,23:43,7/07/2014,SM2-1,18,46,0,4,2,0,Mare C537 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav-PART2/,SM2-1_0_20140708_031716_281.wav,P. Nyssen,Myosp,Main,Myosp,7,Myonat,1,2014,7,8,3,17,8/07/2014,3:17,7/07/2014,SM2-1,29,38,84,3,1,0,Mare C537 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),Bande boisée et alignement d'arbres,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140724_010835_838.wav,P. Nyssen,Myobra,Main,Myosp,8,Myobra,0,2014,7,24,1,8,24/07/2014,1:08,23/07/2014,SM2-1,13,42,78,3,1,0,C561,P. Rousselle,Forêt mixte,Sentier (non induré - circulation piétonne),SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140725_005727_653.wav,P. Nyssen,Myobra,Main,Myosp,8,Myobra,1,2014,7,25,0,57,25/07/2014,0:57,24/07/2014,SM2-1,13,41,67,3,0,0,C561,P. Rousselle,Forêt mixte,Sentier (non induré - circulation piétonne),SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140802_003004_000.wav,P. Nyssen,PippiT,Main,Pip50,0,PippiT,0,2014,8,2,0,30,2/08/2014,0:30,1/08/2014,SM2-1,5,47,77,3,0,0,Lisière Gagnage C563,P. Rousselle,Lisière vraie (milieu ouvert/milieux forestier),Arbre isolé,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140814_005239_674.wav,P. Nyssen,ChiroSp,Main,Myosp,0,Myomyo,0,2014,8,14,0,52,14/08/2014,0:52,13/08/2014,SM2-1,3,29,0,3,1,0,Trouée forêt C563,P. Rousselle,Forêt mixte,Sentier (non induré - circulation piétonne),SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140814_231012_314.wav,P. Nyssen,Myosp,Main,Myosp,8,Myobra,1,2014,8,14,23,10,14/08/2014,23:10,14/08/2014,SM2-1,5,38,83,4,0,0,Trouée forêt C563,P. Rousselle,Forêt mixte,Sentier (non induré - circulation piétonne),SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140826_213904_000.wav,P. Nyssen,ChiroSp,Main,Myosp,0,Myoalc,0,2014,8,26,21,39,26/08/2014,21:39,26/08/2014,SM2-1,1,51,0,2,0,0,Rond Buisson C 549 ,P. Rousselle,"Pelouse, Lande",buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140913_200852_910.wav,P. Nyssen,ChiroSp,Main,Myosp,4,Myoalc,1,2014,9,13,20,8,13/09/2014,20:08,13/09/2014,SM2-1,1,58,0,2,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140913_201059_409.wav,P. Nyssen,ChiroSp,Main,Myosp,1,Myoema,1,2014,9,13,20,10,13/09/2014,20:10,13/09/2014,SM2-1,11,53,0,2,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/20140720 au 20140922/wav/,SM2-1_0_20140914_201249_810.wav,P. Nyssen,ChiroSp,Main,Myosp,0,Myomys,0,2014,9,14,20,12,14/09/2014,20:12,14/09/2014,SM2-1,11,49,0,3,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
