Dossier,Fichier,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,Site,Habitat1,Habitat2,habitat3,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Remarques,Projet,Machine,Micro
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_033033_000.wav,Rhifer,Rhifer,C. Brabant,P. Verté,Principal,Rhisp,10,Rhifer,10,2017,8,3,3,30,3/08/2017,3:30,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,2,75,0,6,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_034233_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,5,Barbar,3,2017,8,3,3,42,3/08/2017,3:42,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,31,32,0,6,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_034403_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,8,Barbar,3,2017,8,3,3,44,3/08/2017,3:44,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,16,34,104,6,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_034413_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,7,Barbar,4,2017,8,3,3,44,3/08/2017,3:44,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,18,34,104,6,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_035216_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,4,Barbar,2,2017,8,3,3,52,3/08/2017,3:52,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,11,33,0,5,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_035554_000.wav,ChiroSp,Myobec,Q. Smits,P. Verté,Principal,Myosp,2,Myodas,2,2017,8,3,3,55,3/08/2017,3:55,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,21,35,0,5,7,0,Cris sociaux,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_035559_000.wav,Rhisp,Rhifer,Q. Smits,P. Verté,Principal,Rhisp,10,Rhifer,1,2017,8,3,3,55,3/08/2017,3:55,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,15,80,0,7,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_035911_000.wav,ChiroSp,ChiroSp,Q. Smits,P. Verté,Principal,Barbar,5,Barbar,2,2017,8,3,3,59,3/08/2017,3:59,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,21,34,0,6,4,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_035921_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,6,Barbar,2,2017,8,3,3,59,3/08/2017,3:59,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,24,34,0,5,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_040910_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,6,Barbar,4,2017,8,3,4,9,3/08/2017,4:09,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,10,33,117,6,1,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_043843_000.wav,Rhifer,Rhifer,C. Brabant,P. Verté,Principal,Rhisp,10,Rhifer,8,2017,8,3,4,38,3/08/2017,4:38,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,42,81,0,7,1,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_043848_000.wav,Rhifer,Rhifer,C. Brabant,P. Verté,Principal,Rhisp,10,Rhifer,7,2017,8,3,4,38,3/08/2017,4:38,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,31,81,0,8,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_043853_000.wav,Rhisp,Rhifer,Q. Smits,P. Verté,Principal,Rhisp,10,Rhifer,3,2017,8,3,4,38,3/08/2017,4:38,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,7,81,0,7,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_043858_000.wav,Rhisp,Rhifer,Q. Smits,P. Verté,Principal,Rhisp,10,Rhifer,2,2017,8,3,4,38,3/08/2017,4:38,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,10,81,0,7,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/,G-BARBA_20170803_043903_000.wav,Rhisp,Rhifer,Q. Smits,P. Verté,Principal,Rhisp,10,Rhifer,5,2017,8,3,4,39,3/08/2017,4:39,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,25,81,0,8,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170802_041630_000.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Principal,Rhisp,5,Rhihip,5,2017,8,2,4,16,2/08/2017,4:16,1/08/2017,G-BARBA,Ligne électrique billes,,,,2,45,0,3,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170802_041830_000.wav,ChiroSp,Myosp,Q. Smits,P. Verté,Principal,Myosp,4,Myoema,4,2017,8,2,4,18,2/08/2017,4:18,1/08/2017,G-BARBA,Ligne électrique billes,,,,12,72,0,1,2,0,On ne peux exclure Myonat,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170802_221254_000.wav,ChiroSp,ChiroSp,Q. Smits,P. Verté,Principal,Barbar,0,Barbar,0,2017,8,2,22,12,2/08/2017,22:12,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,3,32,0,4,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_011308_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,6,Barbar,4,2017,8,3,1,13,3/08/2017,1:13,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,23,34,0,6,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_011348_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,5,Barbar,3,2017,8,3,1,13,3/08/2017,1:13,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,8,35,0,6,3,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_011613_000.wav,Rhifer,Rhifer,C. Brabant,P. Verté,Principal,Rhisp,7,Rhifer,6,2017,8,3,1,16,3/08/2017,1:16,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,8,71,0,6,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_014049_000.wav,ChiroSp,Rhifer,C. Brabant,P. Verté,Principal,Rhisp,3,Rhifer,1,2017,8,3,1,40,3/08/2017,1:40,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,6,81,0,6,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_015451_000.wav,Rhisp,Rhifer,Q. Smits,P. Verté,Principal,Rhisp,10,Rhihip,4,2017,8,3,1,54,3/08/2017,1:54,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,3,41,0,6,0,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_015631_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,9,Barbar,4,2017,8,3,1,56,3/08/2017,1:56,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,22,34,0,6,4,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_031554_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,5,Barbar,2,2017,8,3,3,15,3/08/2017,3:15,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,16,35,95,7,4,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_031609_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,0,Barbar,0,2017,8,3,3,16,3/08/2017,3:16,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,3,32,0,5,2,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_032159_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,1,Barbar,1,2017,8,3,3,21,3/08/2017,3:21,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,14,35,0,6,5,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_032928_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,1,Barbar,1,2017,8,3,3,29,3/08/2017,3:29,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,8,35,0,6,2,0,Grand rhino dans le même rec,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_033549_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,3,Barbar,3,2017,8,3,3,35,3/08/2017,3:35,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,24,32,0,7,4,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_033911_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,1,Barbar,1,2017,8,3,3,39,3/08/2017,3:39,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,12,32,0,5,6,2,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_035241_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,8,Barbar,3,2017,8,3,3,52,3/08/2017,3:52,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,20,32,111,6,1,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_035916_000.wav,ChiroSp,Barbar,Q. Smits,P. Verté,Principal,Barbar,1,Barbar,1,2017,8,3,3,59,3/08/2017,3:59,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,7,29,0,5,4,0,,Barba_Lux 2017,SM4-G,
F:/Barbalux 2017/SM4_Gb/Lot4/NOISE/,G-BARBA_20170803_040021_000.wav,Barbar,Barbar,Q. Smits,P. Verté,Principal,Barbar,6,Barbar,4,2017,8,3,4,0,3/08/2017,4:00,2/08/2017,G-BARBA,Ligne élctrique chemin,,,,22,35,0,6,4,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170522_032948_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,3,Barbar,2,2017,5,22,3,29,22/05/2017,3:29,21/05/2017,G-BARBA,Bois Bellefontaine vers Sainte Marie,,,,1,43,0,5,0,0,ressemble à de la noctule,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170523_001250_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,1,Barbar,1,2017,5,23,0,12,23/05/2017,0:12,22/05/2017,G-BARBA,Layon,,,,3,38,0,5,2,0,2 espèce pip et noctule,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170523_221741_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,1,Barbar,1,2017,5,23,22,17,23/05/2017,22:17,23/05/2017,G-BARBA,Gilbaupont,,,,1,41,0,5,1,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170526_003534_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,1,Barbar,0,2017,5,26,0,35,26/05/2017,0:35,25/05/2017,G-BARBA,Ruisseau de Fays les Veneurs,,,,1,32,0,5,0,0,tab Barataud plus plecotus,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170528_220928_002.wav,Barbar,ChiroSp,C. Brabant,P. Verté,Main,Barbar,7,Barbar,1,2017,5,28,22,9,28/05/2017,22:09,28/05/2017,G-BARBA,Ruisseau de Fays les Veneurs,,,,1,33,0,5,0,0,tab Barataud plus plecotus,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170528_220941_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,4,Barbar,2,2017,5,28,22,9,28/05/2017,22:09,28/05/2017,G-BARBA,Ruisseau de Fays les Veneurs,,,,4,32,110,5,0,0,pas alternance,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170529_001723_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,5,Barbar,1,2017,5,29,0,17,29/05/2017,0:17,28/05/2017,G-BARBA,Ruisseau de Fays les Veneurs,,,,4,34,0,5,2,0,FM trop abrupte,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170522_225514_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,2,Rhifer,2,2017,5,22,22,55,22/05/2017,22:55,22/05/2017,G-BARBA,Layon,,,,1,41,0,8,4,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170522_051331_002.wav,Rhihip,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,6,Rhihip,6,2017,5,22,5,13,22/05/2017,5:13,21/05/2017,G-BARBA,Bois Bellefontaine vers Sainte Marie,,,,1,47,0,4,0,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170523_015218_002.wav,Rhihip,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,6,Rhihip,6,2017,5,23,1,52,23/05/2017,1:52,22/05/2017,G-BARBA,Layon,,,,1,47,0,7,0,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part4/,G-BARBA_20170525_230117_002.wav,Rhihip,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,6,Rhihip,6,2017,5,25,23,1,25/05/2017,23:01,25/05/2017,G-BARBA,Ruisseau de Fays les Veneurs,,,,1,45,0,5,0,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-G/wav pour analyse/part3/,G-BARBA_20170513_233557_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,3,Rhihip,3,2017,5,13,23,35,13/05/2017,23:35,13/05/2017,G-BARBA,Gagnage,,,,1,47,0,6,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170521_030407_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,0,Barbar,0,2017,5,21,3,4,21/05/2017,3:04,20/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,41,0,3,2,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170521_031138_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,1,Rhihip,1,2017,5,21,3,11,21/05/2017,3:11,20/05/2017,G-BARBA,Ruisseau de Rosoi,,,,2,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170521_044513_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,0,Rhihip,0,2017,5,21,4,45,21/05/2017,4:45,20/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,47,0,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170521_045726_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,0,Rhihip,0,2017,5,21,4,57,21/05/2017,4:57,20/05/2017,G-BARBA,Ruisseau de Rosoi,,,,2,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_020411_000.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,0,Barbar,0,2017,5,22,2,4,22/05/2017,2:04,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,7,35,0,6,5,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170521_224033_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,4,Rhihip,4,2017,5,21,22,40,21/05/2017,22:40,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,44,0,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_000935_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,4,Rhihip,4,2017,5,22,0,9,22/05/2017,0:09,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,47,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_002307_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,1,Rhihip,1,2017,5,22,0,23,22/05/2017,0:23,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,44,0,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_011200_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,3,Rhihip,3,2017,5,22,1,12,22/05/2017,1:12,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,45,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_012606_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,1,Rhihip,1,2017,5,22,1,26,22/05/2017,1:26,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,47,0,4,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_013345_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,3,Rhihip,3,2017,5,22,1,33,22/05/2017,1:33,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,44,0,5,0,0,,Barba_Lux 2017,SM4-G,
H:/Barba_Lux 2017/données SM4-G/wav pour analyse/part2/,G-BARBA_20170522_022946_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,1,Rhihip,1,2017,5,22,2,29,22/05/2017,2:29,21/05/2017,G-BARBA,Ruisseau de Rosoi,,,,1,46,0,5,0,0,,Barba_Lux 2017,SM4-G,
D:/Barba_Lux 2017/données SM4-H/wav pour analyse/part3/,H-BARBA_20170507_040151_002.wav,Rhihip,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,7,Rhihip,7,2017,5,7,4,1,7/05/2017,4:01,6/05/2017,H-BARBA,Pisciculture Florenville,,,,1,46,0,5,0,0,,Barba_Lux 2017,SM4-H,
D:/Barba_Lux 2017/données SM4-H/wav pour analyse/part4/,H-BARBA_20170520_234201_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Rhisp,2,Rhihip,2,2017,5,20,23,42,20/05/2017,23:42,20/05/2017,H-BARBA,Ruisseau de Rosoi,,,,1,44,99,6,2,0,,Barba_Lux 2017,SM4-H,
D:/Barba_Lux 2017/données SM4-H/wav pour analyse/part4/,H-BARBA_20170523_033131_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Main,Barbar,0,Barbar,0,2017,5,23,3,31,23/05/2017,3:31,22/05/2017,H-BARBA,Layon chênaie claire,,,,6,38,0,5,3,0,"LB très basse, durée longue",Barba_Lux 2017,SM4-H,
D:/Barba_Lux 2017/données SM4-H/wav pour analyse/part4/,H-BARBA_20170523_044959_002.wav,ChiroSp,ChiroSp,C. Brabant,P. Verté,Secondary,Barbar,1,Barbar,1,2017,5,23,4,49,23/05/2017,4:49,22/05/2017,H-BARBA,Layon chênaie claire,,,,2,38,0,4,2,0,"pas d'alternance, caché derrière autre CS",Barba_Lux 2017,SM4-H,
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_210524_494.wav,PippiT,PippiT,P. Nyssen,J. Preud'homme,Principal,Pip50,10,PippiT,10,2017,8,14,21,5,14/08/2017,21:05,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,10,47,177,6,2,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_212147_161.wav,ChiroSp,Pippyg,P. Nyssen,J. Preud'homme,Principal,Myosp,1,Myoalc,1,2017,8,14,21,21,14/08/2017,21:21,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,46,55,37,6,1,3,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_212202_161.wav,ChiroSp,ChiroSp,P. Nyssen,J. Preud'homme,Principal,Myosp,1,Myoalc,1,2017,8,14,21,22,14/08/2017,21:22,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,21,55,61,6,0,1,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_212334_608.wav,ChiroSp,Pipnat,C. Brabant,J. Preud'homme,Principal,Rhisp,0,Rhihip,0,2017,8,14,21,23,14/08/2017,21:23,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,2,42,0,5,0,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/,A-LIFE_20170814_212703_655.wav,Myosp,Myosp,P. Nyssen,J. Preud'homme,Principal,Myosp,8,Myobec,3,2017,8,14,21,27,14/08/2017,21:27,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,59,42,55,6,2,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_213216_013.wav,ChiroSp,ChiroSp,P. Nyssen,J. Preud'homme,Principal,Myosp,1,Myobec,1,2017,8,14,21,32,14/08/2017,21:32,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,1,42,0,5,0,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/,A-LIFE_20170814_213238_720.wav,Myosp,Myosp,P. Nyssen,J. Preud'homme,Principal,Myosp,10,Myobec,3,2017,8,14,21,32,14/08/2017,21:32,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,26,41,108,6,0,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/,A-LIFE_20170814_213243_720.wav,Myosp,Myosp,P. Nyssen,J. Preud'homme,Principal,Myosp,10,Myobec,4,2017,8,14,21,32,14/08/2017,21:32,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,27,40,99,6,1,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/,A-LIFE_20170814_213248_720.wav,Myosp,Myosp,P. Nyssen,J. Preud'homme,Principal,Myosp,8,Myobra,0,2017,8,14,21,32,14/08/2017,21:32,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,29,41,84,6,0,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_213253_720.wav,ChiroSp,ChiroSp,P. Nyssen,J. Preud'homme,Principal,Myosp,0,Myobra,0,2017,8,14,21,32,14/08/2017,21:32,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,1,41,0,5,0,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_223417_121.wav,ChiroSp,ChiroSp,C. Brabant,J. Preud'homme,Principal,ENVsp,1,Nyclas,1,2017,8,14,22,34,14/08/2017,22:34,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,2,17,0,5,8,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_225523_254.wav,ChiroSp,PippiT,P. Nyssen,J. Preud'homme,Principal,Pip35,1,Pipnat,1,2017,8,14,22,55,14/08/2017,22:55,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,1,17,0,8,10,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_225528_254.wav,ChiroSp,Pipsp,P. Nyssen,J. Preud'homme,Principal,Pip35,3,Pipnat,3,2017,8,14,22,55,14/08/2017,22:55,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,2,17,0,5,10,0,,Barba_Lux 2017,SM2-A,PM018
G:/BarbaLUX 2017/exportSM2A/NOISE/,A-LIFE_20170814_225548_254.wav,ChiroSp,Pip35,C. Brabant,J. Preud'homme,Principal,Pip35,2,Pipnat,2,2017,8,14,22,55,14/08/2017,22:55,14/08/2017,A-LIFE,Frahan - Les Crêtes de Frahan (Bas),Forêt feuillue,Arbre isolé,,5,17,0,8,10,0,,Barba_Lux 2017,SM2-A,PM018
