Dossier,Fichier,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,Machine,Site,Habitat1,Habitat2,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet
G:/WE Barba/SM2E/WAV/,E-LPB_20180707_234650_000.wav,Pipnat,Pipnat,C. Brabant,"Q. Smits, B. Molitor",Principal,Pip35,7,Pipnat,6,2018,7,7,23,46,7/07/2018,23:46,7/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",25,42,0,8,4,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180708_222940_000.wav,ENVsp,Eptser,C. Brabant,"Q. Smits, B. Molitor",Principal,ENVsp,6,Eptser,4,2018,7,8,22,29,8/07/2018,22:29,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",30,30,131,6,3,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180708_223200_000.wav,PippiT,PippiT,C. Brabant,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,22,32,8/07/2018,22:32,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",14,46,0,5,2,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180708_224050_000.wav,ChiroSp,Myosp,C. Brabant,"Q. Smits, B. Molitor",Principal,Barbar,2,Barbar,2,2018,7,8,22,40,8/07/2018,22:40,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",11,38,0,4,3,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180708_225806_000.wav,ENVsp,Eptser,C. Brabant,"Q. Smits, B. Molitor",Principal,ENVsp,6,Eptser,5,2018,7,8,22,58,8/07/2018,22:58,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",37,29,0,6,7,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180708_233040_000.wav,Plesp,Plesp,C. Brabant,"Q. Smits, B. Molitor",Principal,Plesp,9,Pleaus,4,2018,7,8,23,30,8/07/2018,23:30,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",25,29,0,6,7,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180709_004050_000.wav,ChiroSp,ChiroSp,C. Brabant,"Q. Smits, B. Molitor",Principal,Barbar,0,Barbar,0,2018,7,9,0,40,9/07/2018,0:40,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",3,38,0,3,2,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180709_015205_000.wav,Pleaus,Pleaus,C. Brabant,"Q. Smits, B. Molitor",Principal,Plesp,10,Pleaus,6,2018,7,9,1,52,9/07/2018,1:52,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",17,28,110,6,4,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180709_020015_000.wav,ChiroSp,Pip50,C. Brabant,"Q. Smits, B. Molitor",Principal,Barbar,0,Barbar,0,2018,7,9,2,0,9/07/2018,2:00,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",2,35,0,4,2,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180709_031200_000.wav,Pipnat,Pipnat,C. Brabant,"Q. Smits, B. Molitor",Principal,Pip35,7,Pipnat,7,2018,7,9,3,12,9/07/2018,3:12,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",29,43,0,7,2,0,Barba_Lux
G:/WE Barba/SM2E/WAV/,E-LPB_20180709_040810_000.wav,Myosp,Myosp,C. Brabant,"Q. Smits, B. Molitor",Principal,Myosp,7,Myoema,2,2018,7,9,4,8,9/07/2018,4:08,8/07/2018,E-LPB,SM2-E,Grand Hez_Muno,Forêt feuillue,"Chemin (induré, circulation véhicule lents)",28,59,63,5,0,0,Barba_Lux
