Dossier,Fichier,Site,Opérateur,Validation,Id,Id_avant validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190727_221244_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,9,Eptser,3,2019,7,27,22,12,27/07/2019,22:12,27/07/2019,D-CHIROACT,15,27,142,6,4,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190727_230700_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,10,Nycnoc,1,2019,7,27,23,7,27/07/2019,23:07,27/07/2019,D-CHIROACT,1,24,0,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_031812_206.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,6,Nyclei,1,2019,7,28,3,18,28/07/2019,3:18,27/07/2019,D-CHIROACT,23,27,0,6,5,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_050140_886.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,6,Nyclei,3,2019,7,28,5,1,28/07/2019,5:01,27/07/2019,D-CHIROACT,6,24,439,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_213404_804.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,7,28,21,34,28/07/2019,21:34,28/07/2019,D-CHIROACT,5,44,1,6,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_215511_221.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,7,Eptser,1,2019,7,28,21,55,28/07/2019,21:55,28/07/2019,D-CHIROACT,26,29,128,7,5,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_222618_554.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Nyclei,Nyclei,Principal,ENVsp,6,Nyclei,6,2019,7,28,22,26,28/07/2019,22:26,28/07/2019,D-CHIROACT,6,25,0,6,6,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190728_233920_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,5,Myobra,5,2019,7,28,23,39,28/07/2019,23:39,28/07/2019,D-CHIROACT,5,44,66,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190729_000728_036.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,8,Myobra,3,2019,7,29,0,7,29/07/2019,0:07,28/07/2019,D-CHIROACT,5,44,76,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190729_011607_293.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myobra,3,2019,7,29,1,16,29/07/2019,1:16,28/07/2019,D-CHIROACT,13,44,81,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190729_214049_240.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,7,29,21,40,29/07/2019,21:40,29/07/2019,D-CHIROACT,20,46,0,7,3,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190729_215256_651.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,9,Eptser,0,2019,7,29,21,52,29/07/2019,21:52,29/07/2019,D-CHIROACT,18,27,128,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190729_220002_029.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Nyclei,ENVsp,Principal,ENVsp,10,Nyclei,4,2019,7,29,22,0,29/07/2019,22:00,29/07/2019,D-CHIROACT,8,25,94,7,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_002057_292.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,10,Eptser,0,2019,7,30,0,20,30/07/2019,0:20,29/07/2019,D-CHIROACT,7,26,0,5,2,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_012817_471.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,10,Myobra,0,2019,7,30,1,28,30/07/2019,1:28,29/07/2019,D-CHIROACT,53,46,78,5,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_020304_538.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myobra,4,2019,7,30,2,3,30/07/2019,2:03,29/07/2019,D-CHIROACT,4,46,63,3,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_020307_581.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,8,Myobra,3,2019,7,30,2,3,30/07/2019,2:03,29/07/2019,D-CHIROACT,9,44,67,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_033027_376.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,Eptnil,Principal,ENVsp,10,Eptnil,6,2019,7,30,3,30,30/07/2019,3:30,29/07/2019,D-CHIROACT,1,29,337,5,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_213228_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,7,30,21,32,30/07/2019,21:32,30/07/2019,D-CHIROACT,10,49,80,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190730_230939_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,10,Eptser,1,2019,7,30,23,9,30/07/2019,23:09,30/07/2019,D-CHIROACT,12,26,199,6,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_015857_814.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,10,Myobec,0,2019,7,31,1,58,31/07/2019,1:58,30/07/2019,D-CHIROACT,41,44,76,4,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_020310_052.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,2,2019,7,31,2,3,31/07/2019,2:03,30/07/2019,D-CHIROACT,55,46,73,4,2,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_020632_910.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,10,Myobec,0,2019,7,31,2,6,31/07/2019,2:06,30/07/2019,D-CHIROACT,62,45,64,4,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_020637_910.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,8,Myobec,2,2019,7,31,2,6,31/07/2019,2:06,30/07/2019,D-CHIROACT,20,46,0,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_020709_065.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,8,Myobra,2,2019,7,31,2,7,31/07/2019,2:07,30/07/2019,D-CHIROACT,18,44,76,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_021308_739.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,7,Myobec,3,2019,7,31,2,13,31/07/2019,2:13,30/07/2019,D-CHIROACT,8,47,72,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_021830_919.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,2,2019,7,31,2,18,31/07/2019,2:18,30/07/2019,D-CHIROACT,57,45,70,5,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_023728_716.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myobra,2,2019,7,31,2,37,31/07/2019,2:37,30/07/2019,D-CHIROACT,16,45,78,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_025006_801.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,2,2019,7,31,2,50,31/07/2019,2:50,30/07/2019,D-CHIROACT,50,45,76,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_025922_650.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,3,2019,7,31,2,59,31/07/2019,2:59,30/07/2019,D-CHIROACT,50,46,68,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_030000_812.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,2,2019,7,31,3,0,31/07/2019,3:00,30/07/2019,D-CHIROACT,51,45,64,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_030324_059.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,10,Myobec,0,2019,7,31,3,3,31/07/2019,3:03,30/07/2019,D-CHIROACT,64,45,71,4,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_030413_399.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,4,Myobra,2,2019,7,31,3,4,31/07/2019,3:04,30/07/2019,D-CHIROACT,5,44,61,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_032836_311.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,10,Myobec,1,2019,7,31,3,28,31/07/2019,3:28,30/07/2019,D-CHIROACT,43,46,75,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_040253_037.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Nyclei,Nyclei,Principal,ENVsp,7,Nyclei,7,2019,7,31,4,2,31/07/2019,4:02,30/07/2019,D-CHIROACT,10,24,0,9,2,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_041425_633.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,9,Myobec,2,2019,7,31,4,14,31/07/2019,4:14,30/07/2019,D-CHIROACT,58,45,68,4,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_213247_309.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,7,31,21,32,31/07/2019,21:32,31/07/2019,D-CHIROACT,27,47,83,8,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190731_220557_840.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Pleaur,Plesp,Principal,Plesp,10,Pleaur,4,2019,7,31,22,5,31/07/2019,22:05,31/07/2019,D-CHIROACT,9,24,142,6,5,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190801_030548_131.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myonat,Myosp,Principal,Myosp,10,Myobec,2,2019,8,1,3,5,1/08/2019,3:05,31/07/2019,D-CHIROACT,44,47,61,4,1,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190801_032709_851.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,10,Vesmur,2,2019,8,1,3,27,1/08/2019,3:27,31/07/2019,D-CHIROACT,1,26,0,5,3,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190801_032714_851.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,10,Eptser,2,2019,8,1,3,27,1/08/2019,3:27,31/07/2019,D-CHIROACT,15,26,301,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190801_213511_913.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,8,1,21,35,1/08/2019,21:35,1/08/2019,D-CHIROACT,4,44,91,6,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190801_215754_817.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Eptser,ENVsp,Secondaire,ENVsp,6,Eptnil,2,2019,8,1,21,57,1/08/2019,21:57,1/08/2019,D-CHIROACT,9,29,133,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190802_013247_831.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,7,Eptser,3,2019,8,2,1,32,2/08/2019,1:32,1/08/2019,D-CHIROACT,14,23,0,7,2,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190802_020620_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,6,Myobra,2,2019,8,2,2,6,2/08/2019,2:06,1/08/2019,D-CHIROACT,16,46,69,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190802_031158_484.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,ENVsp,ENVsp,Principal,ENVsp,10,Nyclei,2,2019,8,2,3,11,2/08/2019,3:11,1/08/2019,D-CHIROACT,5,26,280,7,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV/,D-CHIROACT_20190802_031523_978.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,5,Myobra,3,2019,8,2,3,15,2/08/2019,3:15,1/08/2019,D-CHIROACT,12,45,78,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV1/,D-CHIROACT_20190802_031523_978.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,5,Myobra,3,2019,8,2,3,15,2/08/2019,3:15,1/08/2019,D-CHIROACT,12,45,78,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV1/,D-CHIROACT_20190802_040140_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myobra,2,2019,8,2,4,1,2/08/2019,4:01,1/08/2019,D-CHIROACT,14,47,70,4,0,0
G:/SM2/Manoir d'anjou/SM2-D/WAV1/,D-CHIROACT_20190802_044850_000.wav,Manoir d'Anjou potager,C. Brabant,C. Brabant,Nyclei,ENVsp,Principal,ENVsp,10,Nyclei,3,2019,8,2,4,48,2/08/2019,4:48,1/08/2019,D-CHIROACT,2,23,0,7,0,0
