Directory,File,File2,Validation,Id,Id-avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Opérateur,Habitat1,Habitat2,Machine,Projet
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_230446_830.wav,LIFEC_20140611_230446_830.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,Barbar,3,Barbar,1,2014,6,11,23,4,11/06/2014,23:04,11/06/2014,LIFEC_0,2,33,12,4,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_231237_730.wav,LIFEC_20140611_231237_730.wav,A. Flipo,Nycnoc,ENVsp,Main,ENVsp,8,Eptnil,2,2014,6,11,23,12,11/06/2014,23:12,11/06/2014,LIFEC_0,8,29,82,8,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_231404_000.wav,LIFEC_20140611_231404_000.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Vesmur,1,2014,6,11,23,14,11/06/2014,23:14,11/06/2014,LIFEC_0,5,25,4,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232118_314.wav,LIFEC_20140611_232118_314.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,8,Eptnil,1,2014,6,11,23,21,11/06/2014,23:21,11/06/2014,LIFEC_0,8,27,32,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232123_315.wav,LIFEC_20140611_232123_315.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,7,Eptnil,2,2014,6,11,23,21,11/06/2014,23:21,11/06/2014,LIFEC_0,12,27,17,9,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232159_684.wav,LIFEC_20140611_232159_684.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,0,Eptnil,0,2014,6,11,23,21,11/06/2014,23:21,11/06/2014,LIFEC_0,4,27,34,7,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232236_985.wav,LIFEC_20140611_232236_985.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,4,2014,6,11,23,22,11/06/2014,23:22,11/06/2014,LIFEC_0,9,29,27,8,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232246_986.wav,LIFEC_20140611_232246_986.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,1,2014,6,11,23,22,11/06/2014,23:22,11/06/2014,LIFEC_0,3,27,0,8,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232249_689.wav,LIFEC_20140611_232249_689.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,10,Eptnil,4,2014,6,11,23,22,11/06/2014,23:22,11/06/2014,LIFEC_0,16,28,43,9,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232254_690.wav,LIFEC_20140611_232254_690.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,10,Eptnil,5,2014,6,11,23,22,11/06/2014,23:22,11/06/2014,LIFEC_0,12,29,66,7,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232314_063.wav,LIFEC_20140611_232314_063.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,9,Eptnil,3,2014,6,11,23,23,11/06/2014,23:23,11/06/2014,LIFEC_0,9,29,30,9,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232320_401.wav,LIFEC_20140611_232320_401.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,10,Eptnil,3,2014,6,11,23,23,11/06/2014,23:23,11/06/2014,LIFEC_0,7,27,42,7,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232338_470.wav,LIFEC_20140611_232338_470.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,8,Eptnil,3,2014,6,11,23,23,11/06/2014,23:23,11/06/2014,LIFEC_0,21,28,27,8,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232343_471.wav,LIFEC_20140611_232343_471.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,7,Eptnil,2,2014,6,11,23,23,11/06/2014,23:23,11/06/2014,LIFEC_0,10,28,0,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232432_864.wav,LIFEC_20140611_232432_864.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,1,2014,6,11,23,24,11/06/2014,23:24,11/06/2014,LIFEC_0,4,28,7,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232442_550.wav,LIFEC_20140611_232442_550.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,8,Eptnil,2,2014,6,11,23,24,11/06/2014,23:24,11/06/2014,LIFEC_0,13,28,41,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232446_830.wav,LIFEC_20140611_232446_830.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,8,Eptnil,3,2014,6,11,23,24,11/06/2014,23:24,11/06/2014,LIFEC_0,12,29,0,8,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232454_314.wav,LIFEC_20140611_232454_314.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,3,2014,6,11,23,24,11/06/2014,23:24,11/06/2014,LIFEC_0,8,27,38,9,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232459_314.wav,LIFEC_20140611_232459_314.wav,A. Flipo,Eptser,ENVsp,Secondary,ENVsp,7,Eptnil,3,2014,6,11,23,24,11/06/2014,23:24,11/06/2014,LIFEC_0,21,29,0,9,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232539_601.wav,LIFEC_20140611_232539_601.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,7,Eptnil,1,2014,6,11,23,25,11/06/2014,23:25,11/06/2014,LIFEC_0,2,26,0,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232656_866.wav,LIFEC_20140611_232656_866.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,6,Eptnil,0,2014,6,11,23,26,11/06/2014,23:26,11/06/2014,LIFEC_0,6,27,57,7,2,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232746_493.wav,LIFEC_20140611_232746_493.wav,A. Flipo,ChiroSp,ChiroSp,Main,ENVsp,1,Eptnil,0,2014,6,11,23,27,11/06/2014,23:27,11/06/2014,LIFEC_0,5,28,51,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232847_802.wav,LIFEC_20140611_232847_802.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,8,Eptnil,2,2014,6,11,23,28,11/06/2014,23:28,11/06/2014,LIFEC_0,10,28,0,8,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232851_333.wav,LIFEC_20140611_232851_333.wav,A. Flipo,Eptser,ENVsp,Secondary,ENVsp,8,Eptnil,3,2014,6,11,23,28,11/06/2014,23:28,11/06/2014,LIFEC_0,21,29,24,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232856_334.wav,LIFEC_20140611_232856_334.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,6,Eptnil,3,2014,6,11,23,28,11/06/2014,23:28,11/06/2014,LIFEC_0,13,27,29,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232904_000.wav,LIFEC_20140611_232904_000.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,9,Eptnil,3,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,14,29,0,8,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232909_000.wav,LIFEC_20140611_232909_000.wav,A. Flipo,Nyclei,ENVsp,Secondary,ENVsp,8,Eptnil,4,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,10,29,36,9,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232910_914.wav,LIFEC_20140611_232910_914.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,5,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,4,29,30,8,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232921_730.wav,LIFEC_20140611_232921_730.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,0,Eptnil,0,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,3,28,2,6,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232923_841.wav,LIFEC_20140611_232923_841.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,3,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,3,28,32,6,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232928_842.wav,LIFEC_20140611_232928_842.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,6,Eptnil,4,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,13,29,15,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232933_842.wav,LIFEC_20140611_232933_842.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,1,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,5,27,21,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232938_843.wav,LIFEC_20140611_232938_843.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,4,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,9,29,14,8,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232943_844.wav,LIFEC_20140611_232943_844.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,9,Eptnil,3,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,23,28,23,9,9,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_232948_844.wav,LIFEC_20140611_232948_844.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,7,Eptnil,2,2014,6,11,23,29,11/06/2014,23:29,11/06/2014,LIFEC_0,10,29,0,8,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233021_345.wav,LIFEC_20140611_233021_345.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,3,2014,6,11,23,30,11/06/2014,23:30,11/06/2014,LIFEC_0,5,28,18,7,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233028_542.wav,LIFEC_20140611_233028_542.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,2,Eptnil,2,2014,6,11,23,30,11/06/2014,23:30,11/06/2014,LIFEC_0,5,28,0,7,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233034_028.wav,LIFEC_20140611_233034_028.wav,A. Flipo,ENVsp,ENVsp,Secondary,ENVsp,8,Eptnil,3,2014,6,11,23,30,11/06/2014,23:30,11/06/2014,LIFEC_0,7,29,31,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233053_440.wav,LIFEC_20140611_233053_440.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,1,2014,6,11,23,30,11/06/2014,23:30,11/06/2014,LIFEC_0,9,27,57,8,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233129_218.wav,LIFEC_20140611_233129_218.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,1,2014,6,11,23,31,11/06/2014,23:31,11/06/2014,LIFEC_0,5,29,26,7,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233139_220.wav,LIFEC_20140611_233139_220.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,0,Eptnil,0,2014,6,11,23,31,11/06/2014,23:31,11/06/2014,LIFEC_0,3,28,25,6,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233219_129.wav,LIFEC_20140611_233219_129.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,2,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,7,29,39,7,7,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233224_130.wav,LIFEC_20140611_233224_130.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,3,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,9,28,66,8,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233238_265.wav,LIFEC_20140611_233238_265.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,0,Eptnil,0,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,7,27,38,7,3,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233243_266.wav,LIFEC_20140611_233243_266.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,2,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,15,28,0,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233248_266.wav,LIFEC_20140611_233248_266.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,2,Eptnil,1,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,12,27,0,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233250_872.wav,LIFEC_20140611_233250_872.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,5,2014,6,11,23,32,11/06/2014,23:32,11/06/2014,LIFEC_0,11,28,41,7,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233305_874.wav,LIFEC_20140611_233305_874.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,3,2014,6,11,23,33,11/06/2014,23:33,11/06/2014,LIFEC_0,23,29,35,7,7,1,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233332_186.wav,LIFEC_20140611_233332_186.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,4,2014,6,11,23,33,11/06/2014,23:33,11/06/2014,LIFEC_0,5,29,0,7,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233411_472.wav,LIFEC_20140611_233411_472.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,4,2014,6,11,23,34,11/06/2014,23:34,11/06/2014,LIFEC_0,13,29,0,8,8,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233419_067.wav,LIFEC_20140611_233419_067.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,5,2014,6,11,23,34,11/06/2014,23:34,11/06/2014,LIFEC_0,25,29,33,8,7,3,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233429_068.wav,LIFEC_20140611_233429_068.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,5,Eptnil,3,2014,6,11,23,34,11/06/2014,23:34,11/06/2014,LIFEC_0,26,29,24,9,9,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233434_069.wav,LIFEC_20140611_233434_069.wav,A. Flipo,Eptser,Eptnil,Secondary,ENVsp,6,Eptnil,6,2014,6,11,23,34,11/06/2014,23:34,11/06/2014,LIFEC_0,2,29,97,6,1,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233441_223.wav,LIFEC_20140611_233441_223.wav,A. Flipo,Eptser,Eptnil,Secondary,ENVsp,6,Eptnil,6,2014,6,11,23,34,11/06/2014,23:34,11/06/2014,LIFEC_0,5,29,0,8,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233512_104.wav,LIFEC_20140611_233512_104.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,1,2014,6,11,23,35,11/06/2014,23:35,11/06/2014,LIFEC_0,4,29,12,6,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233528_345.wav,LIFEC_20140611_233528_345.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,4,2014,6,11,23,35,11/06/2014,23:35,11/06/2014,LIFEC_0,4,27,27,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233632_800.wav,LIFEC_20140611_233632_800.wav,A. Flipo,ENVsp,Eptnil,Secondary,ENVsp,10,Eptnil,6,2014,6,11,23,36,11/06/2014,23:36,11/06/2014,LIFEC_0,8,29,77,10,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233732_210.wav,LIFEC_20140611_233732_210.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,4,2014,6,11,23,37,11/06/2014,23:37,11/06/2014,LIFEC_0,3,27,8,7,4,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233818_482.wav,LIFEC_20140611_233818_482.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,3,Eptnil,3,2014,6,11,23,38,11/06/2014,23:38,11/06/2014,LIFEC_0,8,28,26,7,5,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233850_727.wav,LIFEC_20140611_233850_727.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,4,Eptnil,0,2014,6,11,23,38,11/06/2014,23:38,11/06/2014,LIFEC_0,6,27,34,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
D:/documents Pierrette/SM2 BrabantWallon/Freddy/,LIFEC_0_20140611_233926_467.wav,LIFEC_20140611_233926_467.wav,A. Flipo,ChiroSp,ChiroSp,Secondary,ENVsp,1,Eptnil,0,2014,6,11,23,39,11/06/2014,23:39,11/06/2014,LIFEC_0,9,27,0,8,6,0,Renipont-plage,F. Donckels,Cours d'eau - rivière (3m< L< 10m),Bande boisée et alignement d'arbres,SM2-C,Plecotus Natura 2000
