Directory,File,Id_avantvalidation,Id,Validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,SM2,Machine,Projet,Commentaires
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_213732_680.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,37,05/28/2012,21:37,05/28/2012,COO-BALLON_0,12,112,26,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_213736_506.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,37,05/28/2012,21:37,05/28/2012,COO-BALLON_0,7,113,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_213740_122.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,37,05/28/2012,21:37,05/28/2012,COO-BALLON_0,29,112,32,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_213743_349.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,37,05/28/2012,21:37,05/28/2012,COO-BALLON_0,11,112,30,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_213809_917.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,38,05/28/2012,21:38,05/28/2012,COO-BALLON_0,43,112,23,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214318_235.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,43,05/28/2012,21:43,05/28/2012,COO-BALLON_0,16,112,32,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214323_028.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,43,05/28/2012,21:43,05/28/2012,COO-BALLON_0,22,111,38,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214327_611.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,43,05/28/2012,21:43,05/28/2012,COO-BALLON_0,29,112,34,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214331_298.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,43,05/28/2012,21:43,05/28/2012,COO-BALLON_0,21,111,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214459_476.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,5,28,21,44,05/28/2012,21:44,05/28/2012,COO-BALLON_0,19,112,32,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214504_157.wav,Rhihip,Rhihip,,Main,Rhisp,8,Rhihip,8,2012,5,28,21,45,05/28/2012,21:45,05/28/2012,COO-BALLON_0,127,113,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214508_402.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,45,05/28/2012,21:45,05/28/2012,COO-BALLON_0,21,112,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214511_090.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,45,05/28/2012,21:45,05/28/2012,COO-BALLON_0,40,112,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214520_308.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,45,05/28/2012,21:45,05/28/2012,COO-BALLON_0,15,110,29,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214524_370.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,45,05/28/2012,21:45,05/28/2012,COO-BALLON_0,26,112,37,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214627_318.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,46,05/28/2012,21:46,05/28/2012,COO-BALLON_0,25,112,27,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214634_834.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,46,05/28/2012,21:46,05/28/2012,COO-BALLON_0,11,113,4,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214637_355.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,46,05/28/2012,21:46,05/28/2012,COO-BALLON_0,28,112,33,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214809_510.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,22,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214815_384.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,25,112,29,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214819_303.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,55,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214823_802.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,27,112,30,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214832_609.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,30,112,33,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214838_062.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,27,112,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214841_065.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,12,111,26,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214846_089.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,30,112,34,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214850_973.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,19,112,30,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214856_366.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,48,05/28/2012,21:48,05/28/2012,COO-BALLON_0,36,112,33,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214901_236.wav,Rhihip,Rhihip,,Main,Rhisp,9,Rhihip,9,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,12,112,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214902_383.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,16,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214906_159.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,41,112,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214911_441.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,28,112,27,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214916_992.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,21,112,32,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214920_800.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,15,112,7,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214923_856.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,61,112,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214927_945.wav,Rhihip,Rhihip,,Main,Rhisp,9,Rhihip,9,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,15,111,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214929_735.wav,Rhihip,Rhihip,,Main,Rhisp,9,Rhihip,9,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,9,111,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214932_311.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,10,112,29,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214936_679.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,2,113,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214939_675.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,14,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214945_659.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,11,112,25,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214949_202.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,23,112,35,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214953_743.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,16,112,38,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214955_234.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,15,111,32,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_214958_704.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,49,05/28/2012,21:49,05/28/2012,COO-BALLON_0,26,112,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215002_094.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,3,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215005_607.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,24,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215009_834.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,26,112,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215014_758.wav,ChiroSp,ChiroSp,,Main,Rhisp,4,Rhihip,4,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,4,112,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215020_071.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,27,112,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215022_998.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,21,111,33,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215027_442.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,3,112,0,5,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215029_589.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,29,111,35,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215034_108.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,39,112,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215040_635.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,22,112,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215045_847.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,13,112,35,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215049_339.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,50,05/28/2012,21:50,05/28/2012,COO-BALLON_0,29,112,32,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215100_000.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,28,112,28,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215103_220.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,15,112,37,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215109_264.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,15,111,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215113_016.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,29,112,31,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215143_692.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,25,112,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215148_450.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,51,05/28/2012,21:51,05/28/2012,COO-BALLON_0,38,112,26,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215216_382.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,52,05/28/2012,21:52,05/28/2012,COO-BALLON_0,24,112,30,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/Wac/05_2012/,COO-BALLON_0_20120528_215218_715.wav,Rhihip,Rhihip,,Main,Rhisp,10,Rhihip,10,2012,5,28,21,52,05/28/2012,21:52,05/28/2012,COO-BALLON_0,122,113,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
