Directory,File,Id_avant validation,Id,Validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183523_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,48,56,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183532_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,37,56,0,10,7,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183541_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,64,38,0,8,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183546_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,26,40,0,8,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183550_000.wav,parasi,parasi,,Main,parasi,5,parasi,5,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,51,36,0,9,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183555_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,35,21/10/2017,18:35,21/10/2017,S4U00311,6,30,0,9,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183601_000.wav,parasi,parasi,,Main,parasi,5,parasi,5,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,42,53,0,6,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183606_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,11,39,0,8,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183619_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,22,38,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183624_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,7,31,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183643_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,34,43,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183656_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,36,21/10/2017,18:36,21/10/2017,S4U00311,20,53,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183701_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,12,34,0,7,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183718_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,31,22,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183723_000.wav,parasi,parasi,,Main,parasi,5,parasi,5,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,64,32,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183728_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,35,60,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183741_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,27,51,0,9,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183746_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,26,36,0,8,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183753_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,21,18,37,21/10/2017,18:37,21/10/2017,S4U00311,125,38,0,5,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183805_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,13,20,0,9,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183810_000.wav,parasi,parasi,,Main,parasi,5,parasi,5,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,46,13,0,8,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183827_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,27,44,0,9,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183832_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,5,54,0,10,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183842_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,42,13,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183856_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,38,21/10/2017,18:38,21/10/2017,S4U00311,10,57,0,9,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183902_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,33,46,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183907_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,12,15,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183922_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,82,62,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183927_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,25,36,0,9,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183932_000.wav,ChiroSp,parasi,,Main,ENVsp,1,Nycnoc,1,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,8,28,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183942_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,45,63,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183947_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,9,47,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_183957_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,39,21/10/2017,18:39,21/10/2017,S4U00311,11,32,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184003_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,23,35,0,9,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184013_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,19,32,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184024_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,29,60,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184029_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,24,39,0,8,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184035_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,104,41,0,1,6,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184054_000.wav,Rhisp,Rhisp,,Main,Rhisp,7,Rhifer,0,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,31,64,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184054_000.wav,ChiroSp,parasi,,Secondary,ENVsp,0,Nyclas,0,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,4,17,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184059_000.wav,ChiroSp,parasi,,Main,Myosp,0,Myomys,0,2017,10,21,18,40,21/10/2017,18:40,21/10/2017,S4U00311,1,48,0,9,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184117_000.wav,Rhifer,Rhifer,,Main,Rhisp,7,Rhifer,6,2017,10,21,18,41,21/10/2017,18:41,21/10/2017,S4U00311,23,71,0,8,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184117_000.wav,parasi,parasi,,Secondary,parasi,2,parasi,2,2017,10,21,18,41,21/10/2017,18:41,21/10/2017,S4U00311,8,25,0,5,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184154_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,41,21/10/2017,18:41,21/10/2017,S4U00311,17,33,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184159_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,41,21/10/2017,18:41,21/10/2017,S4U00311,10,38,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184203_000.wav,Rhisp,parasi,C. Brabant,Main,Rhisp,9,Rhifer,0,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,11,68,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184203_000.wav,parasi,parasi,,Secondary,parasi,1,parasi,1,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,4,14,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184210_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,8,26,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184226_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,11,42,0,10,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184231_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,18,64,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184236_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,4,22,64,8,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184249_000.wav,Rhisp,parasi,C. Brabant,Main,Rhisp,9,Rhifer,0,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,18,66,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184249_000.wav,parasi,parasi,,Secondary,parasi,2,parasi,2,2017,10,21,18,42,21/10/2017,18:42,21/10/2017,S4U00311,3,15,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184328_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,21,18,43,21/10/2017,18:43,21/10/2017,S4U00311,16,21,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184333_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,43,21/10/2017,18:43,21/10/2017,S4U00311,16,61,0,8,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184339_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,43,21/10/2017,18:43,21/10/2017,S4U00311,78,45,0,6,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184357_000.wav,ChiroSp,parasi,,Main,Rhisp,4,Rhifer,2,2017,10,21,18,43,21/10/2017,18:43,21/10/2017,S4U00311,4,62,4,10,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184414_000.wav,Rhihip,Rhihip,,Main,Rhisp,8,Rhihip,8,2017,10,21,18,44,21/10/2017,18:44,21/10/2017,S4U00311,14,49,0,10,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184414_000.wav,ChiroSp,parasi,C. Brabant,Secondary,Plesp,1,Pleaur,1,2017,10,21,18,44,21/10/2017,18:44,21/10/2017,S4U00311,7,21,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184419_000.wav,ChiroSp,parasi,,Main,Rhisp,0,Rhifer,0,2017,10,21,18,44,21/10/2017,18:44,21/10/2017,S4U00311,3,13,0,6,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184505_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,28,96,0,5,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184515_000.wav,Rhisp,Rhisp,,Main,Rhisp,6,Rhifer,5,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,67,70,0,8,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184515_000.wav,parasi,parasi,,Secondary,parasi,1,parasi,1,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,6,22,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184520_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,17,44,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184526_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,29,60,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184531_000.wav,ChiroSp,parasi,C. Brabant,Main,Pip50,3,PippiT,3,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,10,49,0,7,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184543_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,24,35,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184548_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,21,18,45,21/10/2017,18:45,21/10/2017,S4U00311,22,27,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184611_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,21,18,46,21/10/2017,18:46,21/10/2017,S4U00311,60,50,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184616_000.wav,ChiroSp,parasi,,Main,Rhisp,2,Rhihip,2,2017,10,21,18,46,21/10/2017,18:46,21/10/2017,S4U00311,151,96,0,6,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184642_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,46,21/10/2017,18:46,21/10/2017,S4U00311,22,36,0,8,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184710_000.wav,ChiroSp,parasi,C. Brabant,Main,Pip35,4,Pipnat,4,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,64,40,0,7,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184710_000.wav,Rhifer,parasi,C. Brabant,Secondary,Rhisp,9,Rhifer,8,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,7,72,0,8,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184718_000.wav,Pipnat,parasi,C. Brabant,Main,Pip35,6,Pipnat,6,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,54,38,0,9,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184718_000.wav,Rhifer,Rhifer,,Secondary,Rhisp,8,Rhifer,8,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,7,71,0,8,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184723_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,54,39,0,8,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184756_000.wav,Rhisp,parasi,C. Brabant,Main,Rhisp,9,Rhifer,0,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,96,68,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184756_000.wav,parasi,parasi,,Secondary,parasi,3,parasi,3,2017,10,21,18,47,21/10/2017,18:47,21/10/2017,S4U00311,16,31,0,7,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184801_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,102,39,0,8,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184806_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,129,43,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184813_000.wav,Rhisp,parasi,C. Brabant,Main,Rhisp,9,Rhifer,0,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,126,71,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184813_000.wav,parasi,parasi,,Secondary,parasi,2,parasi,2,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,14,23,0,8,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184818_000.wav,Rhisp,Rhisp,,Main,Rhisp,6,Rhifer,0,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,74,66,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171021_184818_000.wav,parasi,parasi,,Secondary,parasi,4,parasi,4,2017,10,21,18,48,21/10/2017,18:48,21/10/2017,S4U00311,14,15,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
