Directory,File,Id_avant validation,Id,Validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20170930_040717_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,7,Myoema,4,2017,9,30,4,7,30/09/2017,4:07,29/09/2017,S4U00311,73,57,0,2,0,3,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20170930_213114_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,7,Myoema,3,2017,9,30,21,31,30/09/2017,21:31,30/09/2017,S4U00311,51,57,0,2,1,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20170930_221546_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,6,Myoema,4,2017,9,30,22,15,30/09/2017,22:15,30/09/2017,S4U00311,39,53,0,1,2,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171001_025905_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,6,Myoema,3,2017,10,1,2,59,1/10/2017,2:59,30/09/2017,S4U00311,104,54,0,1,2,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171004_001734_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,7,Myoema,4,2017,10,4,0,17,4/10/2017,0:17,3/10/2017,S4U00311,20,68,0,1,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171004_002030_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,8,Myoema,2,2017,10,4,0,20,4/10/2017,0:20,3/10/2017,S4U00311,71,56,0,2,1,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171005_195257_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,7,Myoema,3,2017,10,5,19,52,5/10/2017,19:52,5/10/2017,S4U00311,107,57,0,4,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171011_192718_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,9,Myoema,4,2017,10,11,19,27,11/10/2017,19:27,11/10/2017,S4U00311,51,56,0,3,1,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171012_204442_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,5,Myoema,1,2017,10,12,20,44,12/10/2017,20:44,12/10/2017,S4U00311,94,53,0,2,2,3,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_043403_000.wav,ChiroSp,parasi,C. Brabant,Main,Myosp,1,Myoema,1,2017,10,13,4,34,13/10/2017,4:34,12/10/2017,S4U00311,1,74,0,1,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_051033_000.wav,parasi,parasi,C. Brabant,Main,parasi,2,parasi,0,2017,10,13,5,10,13/10/2017,5:10,12/10/2017,S4U00311,1,14,0,8,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_051121_000.wav,ChiroSp,parasi,C. Brabant,Main,ENVsp,1,Nyclei,1,2017,10,13,5,11,13/10/2017,5:11,12/10/2017,S4U00311,1,14,0,9,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174900_000.wav,ChiroSp,parasi,,Main,ENVsp,0,Nyclas,0,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,2,17,0,1,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174905_000.wav,ChiroSp,parasi,,Main,Pip35,0,Pipnat,0,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,2,41,0,1,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174921_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,24,38,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174929_000.wav,ChiroSp,parasi,,Main,Rhisp,3,Rhifer,3,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,67,70,0,4,4,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174929_000.wav,ChiroSp,parasi,,Secondary,Barbar,1,Barbar,1,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,8,33,0,7,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174934_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,10,43,0,8,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174940_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,8,38,0,4,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174946_000.wav,Rhihip,parasi,C. Brabant,Main,Rhisp,10,Rhihip,6,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,14,62,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174946_000.wav,parasi,parasi,,Secondary,parasi,2,parasi,2,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,6,38,0,5,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174951_000.wav,ChiroSp,parasi,,Main,Myosp,0,Myoema,0,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,1,79,0,2,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174953_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,43,89,0,3,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_174958_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,49,13/10/2017,17:49,13/10/2017,S4U00311,32,53,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175008_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,70,55,0,10,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175013_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,86,55,0,10,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175018_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,118,62,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175025_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,96,37,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175030_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,151,57,0,10,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175035_000.wav,Rhisp,parasi,C. Brabant,Main,Rhisp,7,Rhifer,3,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,177,76,0,8,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175035_000.wav,parasi,parasi,,Secondary,parasi,2,parasi,2,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,22,23,0,8,9,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175042_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,89,31,0,10,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175047_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,101,56,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175052_000.wav,ChiroSp,parasi,,Main,Pip50,0,Pippyg,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,637,66,0,2,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175052_000.wav,Rhisp,parasi,C. Brabant,Secondary,Rhisp,8,Rhifer,3,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,27,73,0,10,5,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175059_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,50,13/10/2017,17:50,13/10/2017,S4U00311,133,74,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175104_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,61,57,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175112_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,154,60,0,9,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175117_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,83,52,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175126_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,68,38,0,10,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175131_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,106,39,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175136_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,51,13/10/2017,17:51,13/10/2017,S4U00311,162,42,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175346_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,53,13/10/2017,17:53,13/10/2017,S4U00311,78,59,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175351_000.wav,ChiroSp,parasi,,Main,Rhisp,0,Rhifer,0,2017,10,13,17,53,13/10/2017,17:53,13/10/2017,S4U00311,1,69,0,4,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175353_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,53,13/10/2017,17:53,13/10/2017,S4U00311,133,58,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175359_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,53,13/10/2017,17:53,13/10/2017,S4U00311,215,54,0,9,9,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175404_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,167,53,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175409_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,184,47,0,9,10,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175416_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,208,44,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175421_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,214,39,0,8,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175426_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,82,55,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175437_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,54,13/10/2017,17:54,13/10/2017,S4U00311,164,35,0,8,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175538_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,55,13/10/2017,17:55,13/10/2017,S4U00311,167,42,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175543_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,13,17,55,13/10/2017,17:55,13/10/2017,S4U00311,211,57,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175548_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,55,13/10/2017,17:55,13/10/2017,S4U00311,159,45,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175555_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,55,13/10/2017,17:55,13/10/2017,S4U00311,176,48,0,9,10,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175600_000.wav,ChiroSp,parasi,,Main,Rhisp,2,Rhihip,2,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,203,84,0,8,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175600_000.wav,parasi,parasi,,Secondary,parasi,1,parasi,1,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,63,21,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175605_000.wav,parasi,parasi,,Main,parasi,4,parasi,4,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,180,41,0,8,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175612_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,18,61,0,7,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175618_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,125,50,0,9,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175624_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,214,40,0,7,9,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175629_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,203,41,0,7,9,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175634_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,148,62,0,10,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175640_000.wav,ChiroSp,parasi,,Main,Pip35,0,Pipkuh,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,477,37,0,2,7,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175640_000.wav,Rhihip,parasi,C. Brabant,Secondary,Rhisp,10,Rhihip,6,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,13,83,0,10,3,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175640_000.wav,Rhifer,parasi,C. Brabant,Tertiary,Rhisp,10,Rhifer,10,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,3,71,0,10,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175645_000.wav,ChiroSp,parasi,,Main,Pip35,0,Pipkuh,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,439,40,0,1,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175645_000.wav,Rhifer,parasi,C. Brabant,Secondary,Rhisp,10,Rhifer,8,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,9,70,0,8,6,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175650_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,56,45,0,10,9,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175655_000.wav,ChiroSp,parasi,,Main,Pip50,2,PippiT,2,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,294,44,0,5,8,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175655_000.wav,Rhisp,parasi,C. Brabant,Secondary,Rhisp,10,Rhihip,5,2017,10,13,17,56,13/10/2017,17:56,13/10/2017,S4U00311,5,79,0,10,0,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175700_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,99,45,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175707_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,219,48,0,9,7,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175712_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,40,35,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175717_000.wav,parasi,parasi,,Main,parasi,3,parasi,3,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,78,40,0,7,9,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175729_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,119,40,0,10,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175736_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,69,42,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175744_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,83,26,0,7,10,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175749_000.wav,parasi,parasi,,Main,parasi,1,parasi,1,2017,10,13,17,57,13/10/2017,17:57,13/10/2017,S4U00311,163,52,0,8,10,2,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175800_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,58,13/10/2017,17:58,13/10/2017,S4U00311,35,60,0,8,8,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175805_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,58,13/10/2017,17:58,13/10/2017,S4U00311,156,35,0,9,10,1,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175810_000.wav,parasi,parasi,,Main,parasi,0,parasi,0,2017,10,13,17,58,13/10/2017,17:58,13/10/2017,S4U00311,113,41,0,9,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM4Brux/Sons/WAV/,S4U00311_20171013_175815_000.wav,parasi,parasi,,Main,parasi,2,parasi,2,2017,10,13,17,58,13/10/2017,17:58,13/10/2017,S4U00311,43,34,0,8,10,0,ligne 161 - DB6,SM4Brux,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
