Directory,File,Validation,Id,Id_avant validation,Contact,Group,Igp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_015243_467.wav,P. Nyssen,Myosp,Myoema,Main,Myosp,9,Myoema,9,2016,9,11,1,52,11/09/2016,1:52,10/09/2016,LIFED,3,94,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_015104_704.wav,P. Nyssen,Myosp,Myoema,Main,Myosp,8,Myoema,8,2016,9,11,1,51,11/09/2016,1:51,10/09/2016,LIFED,25,65,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_015114_704.wav,,Myosp,Myoema,Main,Myosp,9,Myoema,8,2016,9,11,1,51,11/09/2016,1:51,10/09/2016,LIFED,6,54,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160912_031547_549.wav,,Myosp,Myoema,Main,Myosp,7,Myoema,7,2016,9,12,3,15,12/09/2016,3:15,11/09/2016,LIFED,5,61,57,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/NOISE/,LIFED_20160912_223441_201.wav,,Myosp,Myoema,Main,Myosp,7,Myoema,7,2016,9,12,22,34,12/09/2016,22:34,12/09/2016,LIFED,1,94,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160913_004455_725.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,13,0,44,13/09/2016,0:44,12/09/2016,LIFEC,10,59,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160915_023406_483.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,15,2,34,15/09/2016,2:34,14/09/2016,LIFEC,14,89,0,0,1,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_004318_053.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,0,43,9/09/2016,0:43,8/09/2016,LIFED,14,68,0,0,0,2,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_015319_269.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,1,53,9/09/2016,1:53,8/09/2016,LIFED,6,92,50,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_015456_740.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,1,54,9/09/2016,1:54,8/09/2016,LIFED,33,65,39,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_021545_755.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,15,9/09/2016,2:15,8/09/2016,LIFED,9,73,44,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023057_193.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,30,9/09/2016,2:30,8/09/2016,LIFED,5,64,4,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023112_683.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,31,9/09/2016,2:31,8/09/2016,LIFED,10,66,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023205_000.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,32,9/09/2016,2:32,8/09/2016,LIFED,3,62,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_024129_347.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,41,9/09/2016,2:41,8/09/2016,LIFED,12,89,38,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_025057_129.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,50,9/09/2016,2:50,8/09/2016,LIFED,22,60,40,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_025639_748.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,9,2,56,9/09/2016,2:56,8/09/2016,LIFED,47,69,36,0,1,3,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_030025_315.wav,,Myosp,Myoema,Main,Myosp,8,Myoema,6,2016,9,9,3,0,9/09/2016,3:00,8/09/2016,LIFED,4,62,17,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_022930_649.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,10,2,29,10/09/2016,2:29,9/09/2016,LIFED,12,59,0,1,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_011903_315.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,1,19,11/09/2016,1:19,10/09/2016,LIFED,16,68,0,0,0,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_012023_724.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,1,20,11/09/2016,1:20,10/09/2016,LIFED,20,68,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_022922_206.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,29,11/09/2016,2:29,10/09/2016,LIFED,6,97,44,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_024748_487.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,47,11/09/2016,2:47,10/09/2016,LIFED,8,58,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_024753_487.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,47,11/09/2016,2:47,10/09/2016,LIFED,18,74,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_024801_904.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,48,11/09/2016,2:48,10/09/2016,LIFED,6,94,55,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_024842_295.wav,,Myosp,Myoema,Main,Myosp,8,Myoema,6,2016,9,11,2,48,11/09/2016,2:48,10/09/2016,LIFED,13,64,44,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_025806_707.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,58,11/09/2016,2:58,10/09/2016,LIFED,28,60,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160911_025849_739.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,58,11/09/2016,2:58,10/09/2016,LIFED,28,69,55,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/NOISE/,LIFED_20160910_233510_860.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,10,23,35,10/09/2016,23:35,10/09/2016,LIFED,2,60,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/NOISE/,LIFED_20160911_004427_803.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,0,44,11/09/2016,0:44,10/09/2016,LIFED,3,72,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/NOISE/,LIFED_20160911_024859_079.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,11,2,48,11/09/2016,2:48,10/09/2016,LIFED,2,65,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/NOISE/,LIFED_20160912_221905_269.wav,,Myosp,Myoema,Main,Myosp,6,Myoema,6,2016,9,12,22,19,12/09/2016,22:19,12/09/2016,LIFED,6,62,44,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160909_010440_372.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,1,4,9/09/2016,1:04,8/09/2016,LIFEC,5,54,30,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160909_010905_860.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,9,1,9,9/09/2016,1:09,8/09/2016,LIFEC,20,56,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160913_235744_765.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,13,23,57,13/09/2016,23:57,13/09/2016,LIFEC,20,59,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160914_000259_602.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,14,0,2,14/09/2016,0:02,13/09/2016,LIFEC,7,60,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160915_001856_337.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,15,0,18,15/09/2016,0:18,14/09/2016,LIFEC,6,60,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160915_002156_272.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,15,0,21,15/09/2016,0:21,14/09/2016,LIFEC,8,89,50,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/,LIFEC_20160915_023401_483.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,15,2,34,15/09/2016,2:34,14/09/2016,LIFEC,7,92,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/NOISE/,LIFEC_20160909_020555_115.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,5,9/09/2016,2:05,8/09/2016,LIFEC,3,62,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/NOISE/,LIFEC_20160909_020700_859.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,2,7,9/09/2016,2:07,8/09/2016,LIFEC,8,59,0,2,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/NOISE/,LIFEC_20160909_212233_429.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,21,22,9/09/2016,21:22,9/09/2016,LIFEC,8,57,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/NOISE/,LIFEC_20160913_003005_876.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,13,0,30,13/09/2016,0:30,12/09/2016,LIFEC,5,53,42,1,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-C/WAV/NOISE/,LIFEC_20160914_000309_602.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,14,0,3,14/09/2016,0:03,13/09/2016,LIFEC,9,56,0,0,0,0,Ligne 161 - DB6,SM2-C,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_004323_876.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,0,43,9/09/2016,0:43,8/09/2016,LIFED,61,62,0,0,1,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_012002_001.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,1,20,9/09/2016,1:20,8/09/2016,LIFED,7,84,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_012009_147.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,1,20,9/09/2016,1:20,8/09/2016,LIFED,11,71,45,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_013634_531.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,1,36,9/09/2016,1:36,8/09/2016,LIFED,12,53,0,1,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_015411_964.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,9,1,54,9/09/2016,1:54,8/09/2016,LIFED,47,62,0,0,0,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_015438_797.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,1,54,9/09/2016,1:54,8/09/2016,LIFED,37,56,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_022802_959.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,2,28,9/09/2016,2:28,8/09/2016,LIFED,12,67,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_022832_663.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,2,28,9/09/2016,2:28,8/09/2016,LIFED,13,59,52,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_022849_911.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,9,2,28,9/09/2016,2:28,8/09/2016,LIFED,6,71,25,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_022957_470.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,29,9/09/2016,2:29,8/09/2016,LIFED,46,62,0,1,5,3,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023041_057.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,2,30,9/09/2016,2:30,8/09/2016,LIFED,60,66,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023107_683.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,31,9/09/2016,2:31,8/09/2016,LIFED,21,65,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023134_687.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,9,2,31,9/09/2016,2:31,8/09/2016,LIFED,34,65,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023144_687.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,9,2,31,9/09/2016,2:31,8/09/2016,LIFED,15,62,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_023153_665.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,31,9/09/2016,2:31,8/09/2016,LIFED,28,64,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_025050_466.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,50,9/09/2016,2:50,8/09/2016,LIFED,12,67,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_025102_129.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,9,2,51,9/09/2016,2:51,8/09/2016,LIFED,23,59,42,0,0,2,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_025734_213.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,9,2,57,9/09/2016,2:57,8/09/2016,LIFED,9,86,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_030331_773.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,3,3,9/09/2016,3:03,8/09/2016,LIFED,43,63,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_030336_773.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,9,3,3,9/09/2016,3:03,8/09/2016,LIFED,51,62,0,0,1,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_030350_837.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,9,3,3,9/09/2016,3:03,8/09/2016,LIFED,43,56,0,1,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_030357_752.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,9,3,3,9/09/2016,3:03,8/09/2016,LIFED,27,56,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_032010_734.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,3,20,9/09/2016,3:20,8/09/2016,LIFED,12,70,41,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160909_034517_774.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,9,3,45,9/09/2016,3:45,8/09/2016,LIFED,65,66,0,0,1,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_003315_088.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,10,0,33,10/09/2016,0:33,9/09/2016,LIFED,22,64,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_003715_894.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,10,0,37,10/09/2016,0:37,9/09/2016,LIFED,11,51,0,2,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_003857_604.wav,,Myosp,Myosp,Main,Myosp,7,Myoema,5,2016,9,10,0,38,10/09/2016,0:38,9/09/2016,LIFED,15,64,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_004028_842.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,10,0,40,10/09/2016,0:40,9/09/2016,LIFED,7,66,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_004321_028.wav,,Myosp,Myosp,Main,Myosp,9,Myoema,5,2016,9,10,0,43,10/09/2016,0:43,9/09/2016,LIFED,44,58,0,0,1,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_012045_604.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,10,1,20,10/09/2016,1:20,9/09/2016,LIFED,7,60,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_015430_867.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,10,1,54,10/09/2016,1:54,9/09/2016,LIFED,7,71,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_015536_988.wav,,Myosp,Myosp,Main,Myosp,8,Myoema,5,2016,9,10,1,55,10/09/2016,1:55,9/09/2016,LIFED,21,61,0,0,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_022343_793.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,10,2,23,10/09/2016,2:23,9/09/2016,LIFED,12,57,0,1,1,2,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_022350_233.wav,,ChiroSp,ChiroSp,Main,Myosp,5,Myoema,5,2016,9,10,2,23,10/09/2016,2:23,9/09/2016,LIFED,39,53,0,1,1,1,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
D:/PlecoBRUX - ligne 161/SM2Bat-D/WAV/,LIFED_20160910_022355_233.wav,,Myosp,Myosp,Main,Myosp,6,Myoema,5,2016,9,10,2,23,10/09/2016,2:23,9/09/2016,LIFED,16,52,0,1,0,0,ligne 161 - DB5,SM2-D,P. Nyssen,Plecobrux,"Cavité - carrière, mine et grotte",
