Dossier;Fichier;Id_avant validation;Id;Validation;Contact;Groupe;IGp;Espece;ISp;Annee;Mois;Jour;Heure;Minute;Date;Temps;Date_nuit;Lieu;NbCris;Fdom;IntMed;Iqual;Ics;Ibuz;Site ;X-WGS84;Y-WGS84;X;Y;Habitat1;Habitat2;Machine;Opérateur;Projet
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212109_000.wav;PippiT;PippiT;;Principal;Pip50;9;PippiT;9;2018;8;7;21;21;07-08-18;21:21;07-08-18;A-LPB;6;45;84;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212809_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;26;48;83;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212814_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;11;45;75;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212829_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;16;46;80;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212834_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;4;46;63;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212839_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;3;46;55;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212844_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;9;45;82;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212849_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;22;45;78;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212854_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;17;45;66;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212859_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;28;07-08-18;21:28;07-08-18;A-LPB;12;44;80;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212904_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;9;46;72;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212909_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;38;45;72;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212914_000.wav;PippiT;PippiT;;Principal;Pip50;9;PippiT;9;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;39;44;72;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212924_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;17;46;72;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212929_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;37;46;76;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212934_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;28;47;0;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212939_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;9;45;69;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212944_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;15;44;73;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_212959_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;29;07-08-18;21:29;07-08-18;A-LPB;11;45;0;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213004_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;9;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;2;46;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213009_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;35;46;67;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213014_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;17;45;78;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213019_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;18;45;65;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213024_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;19;45;75;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213034_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;7;46;72;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213039_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;53;46;73;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213044_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;5;44;1;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213049_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;20;47;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213054_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;17;47;72;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213059_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;30;07-08-18;21:30;07-08-18;A-LPB;23;47;78;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213104_000.wav;PippiT;PippiT;;Principal;Pip50;7;PippiT;6;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;1;46;0;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213109_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;9;48;72;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213119_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;18;47;0;6;3;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213124_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;14;47;74;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213129_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;18;46;0;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213134_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;26;46;77;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213139_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;11;46;80;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213144_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;12;45;0;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213144_000.wav;parasi;parasi;;Secondaire;parasi;10;parasi;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;2;11;0;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213149_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;11;47;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213154_000.wav;PippiT;PippiT;;Principal;Pip50;7;PippiT;7;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;11;47;26;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213159_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;31;07-08-18;21:31;07-08-18;A-LPB;16;47;75;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213204_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;6;47;0;5;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213209_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;17;47;79;7;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213214_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;14;47;79;8;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213219_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;18;47;75;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213224_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;18;47;80;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213229_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;39;47;57;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213234_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;6;47;70;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213239_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;10;46;81;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213244_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;13;47;77;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213249_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;10;47;83;7;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213254_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;9;46;77;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213259_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;32;07-08-18;21:32;07-08-18;A-LPB;17;47;78;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213304_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;33;07-08-18;21:33;07-08-18;A-LPB;13;47;81;6;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213314_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;33;07-08-18;21:33;07-08-18;A-LPB;10;47;89;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213319_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;33;07-08-18;21:33;07-08-18;A-LPB;3;46;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213324_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;33;07-08-18;21:33;07-08-18;A-LPB;12;47;89;6;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213504_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;35;07-08-18;21:35;07-08-18;A-LPB;14;47;0;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213544_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;8;2018;8;7;21;35;07-08-18;21:35;07-08-18;A-LPB;4;46;50;5;0;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213654_000.wav;PippiT;PippiT;;Principal;Pip50;9;PippiT;9;2018;8;7;21;36;07-08-18;21:36;07-08-18;A-LPB;20;44;80;8;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213839_000.wav;PippiT;PippiT;;Principal;Pip50;8;PippiT;8;2018;8;7;21;38;07-08-18;21:38;07-08-18;A-LPB;19;44;87;7;1;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213844_000.wav;PippiT;PippiT;;Principal;Pip50;6;PippiT;6;2018;8;7;21;38;07-08-18;21:38;07-08-18;A-LPB;22;44;72;6;3;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/;A-LPB_20180807_213849_000.wav;PippiT;PippiT;;Principal;Pip50;10;PippiT;10;2018;8;7;21;38;07-08-18;21:38;07-08-18;A-LPB;22;47;80;6;2;0;Réserve d'Aye;50°12'53'';5°17'48'';216236;100824;Prairie;Bande boisée et alignement d'arbres;SM2-A;C. Brabant et P. Lighezzolo;Life Prairies Bocagères
