Dossier,Fichier,Id_avant validation,Id,Validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,site,N° appareil
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980090_20170907_00000_000.wav,ChiroSp,parasi,P. Nyssen,Principal,Myosp,0,Myobec,0,2017,9,7,-,-,7/09/2017,-,-,-,1,40,1,2,4,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980149_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,0,parasi,0,2017,9,7,-,-,7/09/2017,-,-,-,2,41,0,3,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980159_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,1,Pipkuh,1,2017,9,7,-,-,7/09/2017,-,-,-,2,45,0,1,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980339_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,1,parasi,1,2017,9,7,-,-,7/09/2017,-,-,-,6,46,0,3,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980408_20170907_00000_000.wav,ChiroSp,parasi,P. Nyssen,Principal,Myosp,1,Myodau,1,2017,9,7,-,-,7/09/2017,-,-,-,1,40,0,2,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980547_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Myosp,0,Myobra,0,2017,9,7,-,-,7/09/2017,-,-,-,4,40,0,2,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980599_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Myosp,1,Myobra,1,2017,9,7,-,-,7/09/2017,-,-,-,1,46,0,1,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980603_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,0,parasi,0,2017,9,7,-,-,7/09/2017,-,-,-,2,37,0,2,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980635_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,0,parasi,0,2017,9,7,-,-,7/09/2017,-,-,-,3,42,0,3,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980636_20170907_00000_000.wav,ChiroSp,parasi,P. Nyssen,Principal,Barbar,1,Barbar,1,2017,9,7,-,-,7/09/2017,-,-,-,3,41,0,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980647_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Myosp,1,Myobra,1,2017,9,7,-,-,7/09/2017,-,-,-,2,42,35,2,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980649_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,2,parasi,2,2017,9,7,-,-,7/09/2017,-,-,-,7,41,0,3,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980667_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,0,parasi,0,2017,9,7,-,-,7/09/2017,-,-,-,1,42,15,2,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980724_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Myosp,1,Myobra,1,2017,9,7,-,-,7/09/2017,-,-,-,2,46,0,1,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980726_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,6,47,0,4,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980727_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,21,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980728_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,16,46,0,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980730_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,19,47,85,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980732_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,12,47,85,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980733_20170907_00000_000.wav,PippiT,PippiT,P. Nyssen,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,14,48,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980734_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,18,47,0,6,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980736_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,7,48,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980737_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,16,48,0,4,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980740_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,8,47,59,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980742_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,15,46,96,5,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980743_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,9,47,3,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980745_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,17,48,0,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980746_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,21,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980748_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2017,9,7,-,-,7/09/2017,-,-,-,7,47,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980750_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,3,47,3,5,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980751_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,12,47,0,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980752_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,7,46,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980753_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,3,PippiT,3,2017,9,7,-,-,7/09/2017,-,-,-,2,46,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980754_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,5,PippiT,5,2017,9,7,-,-,7/09/2017,-,-,-,4,46,0,5,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980756_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,6,47,0,6,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980757_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,12,47,48,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980758_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,8,46,232,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980763_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,1,46,0,7,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980764_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,7,48,42,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980765_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,17,46,92,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980773_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,29,48,81,5,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980774_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,8,48,86,7,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980775_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,12,48,0,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980776_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,23,48,76,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980776_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,6,46,0,4,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980778_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,6,48,0,6,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980780_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,42,48,75,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980780_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,22,48,76,6,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980780_20170907_00009_999.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,0,0,7/09/2017,0:00,6/09/2017,22980780,21,48,85,9,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980781_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,36,48,77,8,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980781_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,39,48,77,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980781_20170907_00009_999.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,0,0,7/09/2017,0:00,6/09/2017,22980781,49,48,74,8,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980781_20170907_00014_999.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,30,47,83,7,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980782_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,7,PippiT,7,2017,9,7,-,-,7/09/2017,-,-,-,3,39,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980784_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,13,48,0,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980785_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,10,46,80,6,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980786_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,29,47,88,8,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980787_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,28,47,90,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980799_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,4,48,85,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980801_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,47,48,77,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980801_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,1,48,0,8,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980802_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,6,48,0,7,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980803_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,26,48,78,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980803_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,27,48,81,7,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980804_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,30,48,83,9,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980805_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,33,48,81,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980805_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,20,48,71,7,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980806_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,26,48,79,9,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980807_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,45,48,72,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980807_20170907_00005_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,0,PippiT,0,2017,9,7,-,-,7/09/2017,-,-,-,2,41,0,1,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980808_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,17,47,49,6,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980809_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,19,48,74,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980810_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,41,48,79,7,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980810_20170907_00005_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,2,PippiT,2,2017,9,7,-,-,7/09/2017,-,-,-,1,46,0,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980812_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,13,47,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980813_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,21,47,74,8,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980814_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,27,48,68,4,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980815_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,36,48,74,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980817_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,7,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980818_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,18,48,73,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980824_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,14,48,71,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980826_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,19,49,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980827_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,0,Pipkuh,0,2017,9,7,-,-,7/09/2017,-,-,-,2,41,0,2,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980841_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Myosp,0,Myobra,0,2017,9,7,-,-,7/09/2017,-,-,-,2,41,95,1,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980854_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,11,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980854_20170907_00005_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,1,PippiT,1,2017,9,7,-,-,7/09/2017,-,-,-,3,49,66,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980854_20170907_00014_999.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,23,46,86,8,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980855_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,33,47,82,7,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980859_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,6,PippiT,6,2017,9,7,-,-,7/09/2017,-,-,-,4,47,206,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980860_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,27,48,69,8,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980861_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,21,48,77,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980862_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,3,PippiT,3,2017,9,7,-,-,7/09/2017,-,-,-,4,42,0,4,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980863_20170907_00000_000.wav,parasi,parasi,,Principal,parasi,0,parasi,0,2017,9,7,-,-,7/09/2017,-,-,-,9,42,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980866_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,10,48,0,5,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980867_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2017,9,7,-,-,7/09/2017,-,-,-,13,48,68,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980869_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,10,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980870_20170907_00000_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,5,PippiT,5,2017,9,7,-,-,7/09/2017,-,-,-,1,48,0,5,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980871_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,26,49,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980873_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,8,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980877_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2017,9,7,-,-,7/09/2017,-,-,-,11,48,0,5,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980880_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,26,48,67,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980882_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2017,9,7,-,-,7/09/2017,-,-,-,13,47,0,4,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980884_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,8,48,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980888_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,16,47,0,5,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980891_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,12,47,0,5,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980902_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,7,PippiT,7,2017,9,7,-,-,7/09/2017,-,-,-,8,46,0,4,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980905_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2017,9,7,-,-,7/09/2017,-,-,-,19,49,44,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980906_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,14,47,0,6,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980907_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,17,48,0,6,2,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980907_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,12,48,76,4,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980909_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2017,9,7,-,-,7/09/2017,-,-,-,16,48,0,4,3,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980910_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,29,47,80,8,1,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980910_20170907_00005_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,7,46,0,6,0,0,1) abri animaux,18802
F:/batlogger/20170918_BL_Ukkel_802/WAV/,22980911_20170907_00000_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2017,9,7,-,-,7/09/2017,-,-,-,16,47,75,6,1,0,1) abri animaux,18802
