Directory,File,Validation,Id,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Opérateur,Habitat1,Habitat2,Machine,Projet
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_224225_149.wav,,PippiT,Main,Pip50,9,PippiT,9,2014,6,3,22,42,3/06/2014,22:42,3/06/2014,SM2-1,38,44,79,8,4,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_224819_406.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,48,3/06/2014,22:48,3/06/2014,SM2-1,35,47,111,10,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_224824_407.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,48,3/06/2014,22:48,3/06/2014,SM2-1,8,46,0,7,3,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_224952_336.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,49,3/06/2014,22:49,3/06/2014,SM2-1,131,47,0,5,3,1,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_224957_337.wav,,PippiT,Main,Pip50,9,PippiT,9,2014,6,3,22,49,3/06/2014,22:49,3/06/2014,SM2-1,12,47,74,7,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225217_668.wav,,PippiT,Main,Pip50,6,PippiT,6,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,83,46,0,5,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225222_669.wav,,ChiroSp,Main,Pip50,4,PippiT,4,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,47,45,0,4,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225226_947.wav,,ChiroSp,Main,Pip50,4,PippiT,4,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,43,47,83,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225231_948.wav,,PippiT,Main,Pip50,7,PippiT,7,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,47,46,77,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225236_948.wav,P. Nyssen,PippiT,Main,Myosp,0,Myobra,0,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,7,46,79,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225247_842.wav,,ChiroSp,Main,Pip50,5,PippiT,5,2014,6,3,22,52,3/06/2014,22:52,3/06/2014,SM2-1,45,45,85,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225444_049.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,54,3/06/2014,22:54,3/06/2014,SM2-1,39,46,104,9,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225514_861.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,55,3/06/2014,22:55,3/06/2014,SM2-1,49,48,79,8,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225519_862.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,55,3/06/2014,22:55,3/06/2014,SM2-1,18,47,88,6,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225608_082.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,56,3/06/2014,22:56,3/06/2014,SM2-1,29,45,154,9,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_225921_864.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,22,59,3/06/2014,22:59,3/06/2014,SM2-1,22,46,109,8,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230136_437.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,1,3/06/2014,23:01,3/06/2014,SM2-1,25,48,88,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230140_829.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,1,3/06/2014,23:01,3/06/2014,SM2-1,49,50,77,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230145_830.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,1,3/06/2014,23:01,3/06/2014,SM2-1,60,48,72,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230150_830.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,1,3/06/2014,23:01,3/06/2014,SM2-1,23,53,77,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230155_008.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,1,3/06/2014,23:01,3/06/2014,SM2-1,64,50,70,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230200_008.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,13,47,0,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230204_110.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,19,48,83,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230207_331.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,96,50,45,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230212_332.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,27,49,69,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230217_016.wav,,PippiT,Main,Pip50,7,PippiT,7,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,12,53,80,3,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230224_131.wav,P. Nyssen,PippiT,Main,Myosp,0,Myoalc,0,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,5,57,60,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_230227_794.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,2,3/06/2014,23:02,3/06/2014,SM2-1,33,49,87,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_231136_582.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,11,3/06/2014,23:11,3/06/2014,SM2-1,10,46,102,7,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_231220_400.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,12,3/06/2014,23:12,3/06/2014,SM2-1,6,45,85,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_231745_380.wav,,PippiT,Main,Pip50,6,PippiT,6,2014,6,3,23,17,3/06/2014,23:17,3/06/2014,SM2-1,22,44,93,7,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_232453_268.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,24,3/06/2014,23:24,3/06/2014,SM2-1,20,48,79,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_232504_000.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,25,3/06/2014,23:25,3/06/2014,SM2-1,7,47,67,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_232515_164.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,3,23,25,3/06/2014,23:25,3/06/2014,SM2-1,9,47,70,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140603_235420_381.wav,,PippiT,Main,Pip50,8,PippiT,8,2014,6,3,23,54,3/06/2014,23:54,3/06/2014,SM2-1,41,45,89,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_022019_140.wav,,Pipnat,Main,Pip35,6,Pipnat,6,2014,6,4,2,20,4/06/2014,2:20,3/06/2014,SM2-1,13,41,149,8,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_025913_731.wav,,Pipnat,Main,Pip35,9,Pipnat,6,2014,6,4,2,59,4/06/2014,2:59,3/06/2014,SM2-1,29,41,101,7,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_030325_492.wav,,ChiroSp,Main,Pip50,5,PippiT,5,2014,6,4,3,3,4/06/2014,3:03,3/06/2014,SM2-1,72,44,0,4,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_030330_493.wav,,ChiroSp,Main,Pip50,2,PippiT,2,2014,6,4,3,3,4/06/2014,3:03,3/06/2014,SM2-1,14,43,70,4,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_031130_092.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,4,3,11,4/06/2014,3:11,3/06/2014,SM2-1,42,45,87,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_031838_270.wav,,Pipnat,Main,Pip35,10,Pipnat,6,2014,6,4,3,18,4/06/2014,3:18,3/06/2014,SM2-1,28,41,86,8,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_032001_398.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,4,3,20,4/06/2014,3:20,3/06/2014,SM2-1,5,49,83,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_032004_000.wav,,PippiT,Main,Pip50,9,PippiT,9,2014,6,4,3,20,4/06/2014,3:20,3/06/2014,SM2-1,9,44,168,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_033036_207.wav,,ChiroSp,Main,Pip50,3,PippiT,3,2014,6,4,3,30,4/06/2014,3:30,3/06/2014,SM2-1,12,52,47,3,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_040322_187.wav,,ChiroSp,Main,Pip35,5,Pipnat,5,2014,6,4,4,3,4/06/2014,4:03,3/06/2014,SM2-1,39,43,82,7,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_040511_598.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,4,4,5,4/06/2014,4:05,3/06/2014,SM2-1,43,46,101,7,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_040516_598.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,4,4,5,4/06/2014,4:05,3/06/2014,SM2-1,5,45,2,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_041206_825.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,4,4,12,4/06/2014,4:12,3/06/2014,SM2-1,11,56,71,4,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_041210_081.wav,,PippiT,Main,Pip50,9,PippiT,9,2014,6,4,4,12,4/06/2014,4:12,3/06/2014,SM2-1,34,46,82,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_042700_286.wav,,PippiT,Main,Pip50,8,PippiT,8,2014,6,4,4,27,4/06/2014,4:27,3/06/2014,SM2-1,16,44,85,7,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_222122_798.wav,P. Nyssen,parasi,Main,Plesp,0,Pleaur,0,2014,6,4,22,21,4/06/2014,22:21,4/06/2014,SM2-1,1,35,0,4,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_222349_574.wav,P. Nyssen,parasi,Main,Plesp,0,Pleaur,0,2014,6,4,22,23,4/06/2014,22:23,4/06/2014,SM2-1,2,29,41,4,3,1,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_222520_505.wav,,parasi,Main,parasi,0,parasi,0,2014,6,4,22,25,4/06/2014,22:25,4/06/2014,SM2-1,2,33,6,1,3,2,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_222732_496.wav,,parasi,Main,parasi,0,parasi,0,2014,6,4,22,27,4/06/2014,22:27,4/06/2014,SM2-1,2,32,47,1,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_222805_166.wav,P. Nyssen,parasi,Main,Plesp,1,Pleaus,1,2014,6,4,22,28,4/06/2014,22:28,4/06/2014,SM2-1,1,32,0,3,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_223241_014.wav,,parasi,Main,parasi,3,parasi,3,2014,6,4,22,32,4/06/2014,22:32,4/06/2014,SM2-1,9,68,4,1,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_223630_934.wav,,parasi,Main,parasi,0,parasi,0,2014,6,4,22,36,4/06/2014,22:36,4/06/2014,SM2-1,19,60,0,0,3,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_223635_935.wav,,parasi,Main,parasi,3,parasi,3,2014,6,4,22,36,4/06/2014,22:36,4/06/2014,SM2-1,14,63,0,1,3,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_223735_651.wav,,parasi,Main,parasi,3,parasi,3,2014,6,4,22,37,4/06/2014,22:37,4/06/2014,SM2-1,10,70,0,2,5,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_224331_270.wav,,parasi,Main,parasi,1,parasi,1,2014,6,4,22,43,4/06/2014,22:43,4/06/2014,SM2-1,8,59,0,0,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_230211_056.wav,P. Nyssen,parasi,Main,Plesp,2,Pleaus,2,2014,6,4,23,2,4/06/2014,23:02,4/06/2014,SM2-1,1,31,90,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_230247_436.wav,,parasi,Main,parasi,0,parasi,0,2014,6,4,23,2,4/06/2014,23:02,4/06/2014,SM2-1,7,62,0,1,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_230729_696.wav,P. Nyssen,parasi,Main,Myosp,0,Myoema,0,2014,6,4,23,7,4/06/2014,23:07,4/06/2014,SM2-1,13,64,0,0,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_231811_592.wav,P. Nyssen,parasi,Main,Plesp,4,Pleaus,4,2014,6,4,23,18,4/06/2014,23:18,4/06/2014,SM2-1,1,30,0,5,5,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_231902_888.wav,P. Nyssen,parasi,Main,parasi,0,parasi,0,2014,6,4,23,19,4/06/2014,23:19,4/06/2014,SM2-1,12,61,0,1,4,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_231912_890.wav,,parasi,Main,parasi,2,parasi,2,2014,6,4,23,19,4/06/2014,23:19,4/06/2014,SM2-1,18,71,0,1,4,1,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_232229_581.wav,P. Nyssen,parasi,Main,Myosp,1,Myoema,1,2014,6,4,23,22,4/06/2014,23:22,4/06/2014,SM2-1,10,62,0,0,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_234616_137.wav,,parasi,Main,parasi,3,parasi,3,2014,6,4,23,46,4/06/2014,23:46,4/06/2014,SM2-1,12,69,0,1,3,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140604_234846_518.wav,P. Nyssen,parasi,Main,Myosp,0,Myoalc,0,2014,6,4,23,48,4/06/2014,23:48,4/06/2014,SM2-1,7,59,0,0,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140605_011417_418.wav,P. Nyssen,parasi,Main,parasi,1,parasi,1,2014,6,5,1,14,5/06/2014,1:14,4/06/2014,SM2-1,9,60,0,0,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140605_234704_000.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,5,23,47,5/06/2014,23:47,5/06/2014,SM2-1,2,45,0,5,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140605_234706_426.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,5,23,47,5/06/2014,23:47,5/06/2014,SM2-1,19,46,160,8,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140605_234716_543.wav,,ChiroSp,Main,Pip50,4,PippiT,4,2014,6,5,23,47,5/06/2014,23:47,5/06/2014,SM2-1,18,44,95,8,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140605_234722_549.wav,,PippiT,Main,Pip50,10,PippiT,10,2014,6,5,23,47,5/06/2014,23:47,5/06/2014,SM2-1,43,47,48,6,0,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140606_023957_962.wav,,ChiroSp,Main,Pip35,0,Pipnat,0,2014,6,6,2,39,6/06/2014,2:39,5/06/2014,SM2-1,13,43,148,9,3,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140606_032104_500.wav,,Pipnat,Main,Pip35,8,Pipnat,8,2014,6,6,3,21,6/06/2014,3:21,5/06/2014,SM2-1,17,41,170,6,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140606_032308_017.wav,,PippiT,Main,Pip50,7,PippiT,7,2014,6,6,3,23,6/06/2014,3:23,5/06/2014,SM2-1,31,44,165,7,1,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
G:/SM2 Hautes Fagnes/wav/,SM2-1_0_20140606_033843_049.wav,P. Nyssen,Nyclei,Main,ENVsp,10,Nyclei,3,2014,6,6,3,38,6/06/2014,3:38,5/06/2014,SM2-1,6,24,459,10,2,0,Mare C551 Geitzbusch,P. Rousselle,Plan d'eau - mare (< 50m²),buissons isolés,SM2-1,Plecotus Natura 2000
