Dossier,Fichier,Id_avant validation,Id,Validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz
F:/Plecobrux/WAV/,S4U00311_20180921_211607_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,4,2018,9,21,21,16,21/09/2018,21:16,21/09/2018,S4U00311,8,38,176,8,3,0
F:/Plecobrux/WAV/,S4U00311_20180921_213828_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,7,2018,9,21,21,38,21/09/2018,21:38,21/09/2018,S4U00311,32,39,143,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180921_213833_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,5,2018,9,21,21,38,21/09/2018,21:38,21/09/2018,S4U00311,39,40,118,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180921_213838_000.wav,Pip35,Pip35,,Principal,Pip35,9,Pipnat,3,2018,9,21,21,38,21/09/2018,21:38,21/09/2018,S4U00311,5,42,4,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180922_031602_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,2,2018,9,22,3,16,22/09/2018,3:16,21/09/2018,S4U00311,22,40,131,8,1,0
F:/Plecobrux/WAV/,S4U00311_20180922_215659_000.wav,ENVsp,Nyclei,C. Brabant,Principal,ENVsp,7,Nyclei,3,2018,9,22,21,56,22/09/2018,21:56,22/09/2018,S4U00311,17,26,247,9,3,0
F:/Plecobrux/WAV/,S4U00311_20180922_215704_000.wav,ENVsp,ENVsp,,Principal,ENVsp,7,Nyclei,2,2018,9,22,21,57,22/09/2018,21:57,22/09/2018,S4U00311,6,25,205,8,0,0
F:/Plecobrux/WAV/,S4U00311_20180922_215922_000.wav,ENVsp,ENVsp,,Principal,ENVsp,10,Nyclei,2,2018,9,22,21,59,22/09/2018,21:59,22/09/2018,S4U00311,7,25,424,7,2,0
F:/Plecobrux/WAV/,S4U00311_20180923_193206_000.wav,ChiroSp,ChiroSp,,Principal,ENVsp,4,Nyclei,4,2018,9,23,19,32,23/09/2018,19:32,23/09/2018,S4U00311,2,24,7,0,2,0
F:/Plecobrux/WAV/,S4U00311_20180923_202724_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,20,27,23/09/2018,20:27,23/09/2018,S4U00311,32,47,136,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180923_202729_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,20,27,23/09/2018,20:27,23/09/2018,S4U00311,1,46,0,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180923_215537_000.wav,Pip35,Pip35,,Principal,Pip35,7,Pipnat,3,2018,9,23,21,55,23/09/2018,21:55,23/09/2018,S4U00311,45,45,96,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_215542_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,3,2018,9,23,21,55,23/09/2018,21:55,23/09/2018,S4U00311,22,43,145,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_220427_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,4,23/09/2018,22:04,23/09/2018,S4U00311,40,47,90,8,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_222849_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,28,23/09/2018,22:28,23/09/2018,S4U00311,29,46,144,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_222854_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,28,23/09/2018,22:28,23/09/2018,S4U00311,12,45,136,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_222918_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,29,23/09/2018,22:29,23/09/2018,S4U00311,35,47,143,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180923_222923_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,29,23/09/2018,22:29,23/09/2018,S4U00311,14,47,145,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_223413_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2018,9,23,22,34,23/09/2018,22:34,23/09/2018,S4U00311,7,44,179,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180923_223647_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,23,22,36,23/09/2018,22:36,23/09/2018,S4U00311,18,46,118,8,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_230211_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,5,2018,9,23,23,2,23/09/2018,23:02,23/09/2018,S4U00311,27,42,102,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180923_230216_000.wav,Pip35,Pip35,,Principal,Pip35,9,Pipkuh,1,2018,9,23,23,2,23/09/2018,23:02,23/09/2018,S4U00311,45,45,91,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180923_230221_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,0,Pipkuh,0,2018,9,23,23,2,23/09/2018,23:02,23/09/2018,S4U00311,2,44,0,4,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_013100_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,4,2018,9,24,1,31,24/09/2018,1:31,23/09/2018,S4U00311,42,45,96,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_013105_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,5,2018,9,24,1,31,24/09/2018,1:31,23/09/2018,S4U00311,15,45,101,9,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_014559_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,8,2018,9,24,1,45,24/09/2018,1:45,23/09/2018,S4U00311,25,39,175,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_014604_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,6,2018,9,24,1,46,24/09/2018,1:46,23/09/2018,S4U00311,22,37,228,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_014609_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,8,2018,9,24,1,46,24/09/2018,1:46,23/09/2018,S4U00311,3,37,0,5,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_015111_000.wav,Pip35,Pip35,,Principal,Pip35,9,Pipnat,5,2018,9,24,1,51,24/09/2018,1:51,23/09/2018,S4U00311,38,44,149,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_015116_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,7,2018,9,24,1,51,24/09/2018,1:51,23/09/2018,S4U00311,28,40,170,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_015121_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,7,2018,9,24,1,51,24/09/2018,1:51,23/09/2018,S4U00311,31,40,167,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_015134_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,2,2018,9,24,1,51,24/09/2018,1:51,23/09/2018,S4U00311,5,40,109,9,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_022401_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,4,2018,9,24,2,24,24/09/2018,2:24,23/09/2018,S4U00311,23,42,179,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_022406_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,2,2018,9,24,2,24,24/09/2018,2:24,23/09/2018,S4U00311,9,41,179,9,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_202257_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,22,24/09/2018,20:22,24/09/2018,S4U00311,38,46,146,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_202302_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,23,24/09/2018,20:23,24/09/2018,S4U00311,10,48,103,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_202625_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,2,Pipnat,2,2018,9,24,20,26,24/09/2018,20:26,24/09/2018,S4U00311,30,45,0,7,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_203902_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,39,24/09/2018,20:39,24/09/2018,S4U00311,12,46,158,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_204720_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,47,24/09/2018,20:47,24/09/2018,S4U00311,45,46,100,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_204917_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,5,2018,9,24,20,49,24/09/2018,20:49,24/09/2018,S4U00311,12,41,173,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_205514_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,55,24/09/2018,20:55,24/09/2018,S4U00311,44,48,85,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_205519_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,55,24/09/2018,20:55,24/09/2018,S4U00311,1,49,0,8,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_205605_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,20,56,24/09/2018,20:56,24/09/2018,S4U00311,32,46,94,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_210107_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,1,24/09/2018,21:01,24/09/2018,S4U00311,46,47,87,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_210112_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,1,24/09/2018,21:01,24/09/2018,S4U00311,24,48,78,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211126_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,29,48,132,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211131_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,39,48,112,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211136_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,39,48,111,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211147_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,48,49,93,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211152_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,44,47,99,10,2,1
F:/Plecobrux/WAV/,S4U00311_20180924_211157_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,11,24/09/2018,21:11,24/09/2018,S4U00311,51,48,90,10,2,5
F:/Plecobrux/WAV/,S4U00311_20180924_211204_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,49,48,105,10,4,0
F:/Plecobrux/WAV/,S4U00311_20180924_211209_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,42,47,109,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211214_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,47,48,104,10,4,0
F:/Plecobrux/WAV/,S4U00311_20180924_211221_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,56,49,93,10,2,7
F:/Plecobrux/WAV/,S4U00311_20180924_211226_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,31,49,137,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211231_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,56,48,73,10,2,3
F:/Plecobrux/WAV/,S4U00311_20180924_211251_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,48,48,103,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211256_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,12,24/09/2018,21:12,24/09/2018,S4U00311,67,47,59,10,4,0
F:/Plecobrux/WAV/,S4U00311_20180924_211301_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,25,46,130,8,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211307_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,32,49,144,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211312_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,13,47,129,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211323_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,38,48,99,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211328_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,42,48,116,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211333_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,21,46,131,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211350_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,30,49,131,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211355_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,13,24/09/2018,21:13,24/09/2018,S4U00311,3,46,0,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211405_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,78,49,50,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211410_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,53,49,86,10,2,2
F:/Plecobrux/WAV/,S4U00311_20180924_211415_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,19,47,0,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211422_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,60,49,80,10,3,4
F:/Plecobrux/WAV/,S4U00311_20180924_211427_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,28,47,145,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211432_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,48,49,101,10,4,0
F:/Plecobrux/WAV/,S4U00311_20180924_211440_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,33,47,116,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211451_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,39,48,107,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211456_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,14,24/09/2018,21:14,24/09/2018,S4U00311,38,48,112,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211501_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,37,47,110,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211512_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,35,48,117,10,4,0
F:/Plecobrux/WAV/,S4U00311_20180924_211517_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,27,47,138,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211522_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,38,46,114,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211530_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,4,Pipnat,4,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,52,42,75,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211535_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,25,47,125,7,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211540_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,1,46,0,6,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211547_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,12,47,149,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211557_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,15,24/09/2018,21:15,24/09/2018,S4U00311,16,49,111,7,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211604_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,5,47,168,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211610_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,34,48,141,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211615_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,36,49,112,10,1,2
F:/Plecobrux/WAV/,S4U00311_20180924_211620_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,4,47,107,7,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211624_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,41,47,109,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211629_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,23,47,137,8,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211637_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,40,47,105,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211642_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,27,47,143,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211652_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,37,48,112,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211657_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,16,24/09/2018,21:16,24/09/2018,S4U00311,25,47,154,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211702_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,1,47,0,6,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211706_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,51,49,100,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211711_000.wav,ChiroSp,ChiroSp,,Principal,Pip50,4,PippiT,4,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,54,45,0,8,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211716_000.wav,Pip35,Pip35,,Principal,Pip35,10,Pipnat,2,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,5,44,219,6,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211726_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,10,47,212,8,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211735_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,12,48,118,8,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211749_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,29,48,131,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211754_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,17,24/09/2018,21:17,24/09/2018,S4U00311,7,46,313,7,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211806_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,17,47,101,7,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211813_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,10,47,177,8,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_211820_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,17,49,118,8,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211834_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,10,48,270,8,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211844_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,8,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,5,47,0,9,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211853_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,38,49,142,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211858_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,18,24/09/2018,21:18,24/09/2018,S4U00311,26,47,145,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_211914_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,35,45,96,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211922_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,40,48,134,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211927_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,24,47,125,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211936_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,37,48,113,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_211941_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,40,49,121,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_211946_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,19,24/09/2018,21:19,24/09/2018,S4U00311,44,47,101,10,3,0
F:/Plecobrux/WAV/,S4U00311_20180924_212001_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,9,2018,9,24,21,20,24/09/2018,21:20,24/09/2018,S4U00311,34,48,149,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_212006_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,20,24/09/2018,21:20,24/09/2018,S4U00311,38,48,115,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_212011_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,20,24/09/2018,21:20,24/09/2018,S4U00311,41,47,108,10,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_212547_000.wav,ChiroSp,ChiroSp,,Principal,Pip35,5,Pipnat,5,2018,9,24,21,25,24/09/2018,21:25,24/09/2018,S4U00311,25,42,187,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_212552_000.wav,Pipnat,Pipnat,,Principal,Pip35,8,Pipnat,8,2018,9,24,21,25,24/09/2018,21:25,24/09/2018,S4U00311,26,41,190,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_212557_000.wav,Pipnat,Pipnat,,Principal,Pip35,10,Pipnat,8,2018,9,24,21,25,24/09/2018,21:25,24/09/2018,S4U00311,11,40,173,9,1,0
F:/Plecobrux/WAV/,S4U00311_20180924_212922_000.wav,PippiT,PippiT,,Principal,Pip50,8,PippiT,8,2018,9,24,21,29,24/09/2018,21:29,24/09/2018,S4U00311,35,45,156,10,2,0
F:/Plecobrux/WAV/,S4U00311_20180924_212927_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2018,9,24,21,29,24/09/2018,21:29,24/09/2018,S4U00311,15,45,89,9,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_213219_000.wav,PippiT,PippiT,,Principal,Pip50,10,PippiT,10,2018,9,24,21,32,24/09/2018,21:32,24/09/2018,S4U00311,34,46,169,10,0,0
F:/Plecobrux/WAV/,S4U00311_20180924_213224_000.wav,PippiT,PippiT,,Principal,Pip50,9,PippiT,9,2018,9,24,21,32,24/09/2018,21:32,24/09/2018,S4U00311,2,45,0,5,0,0
