Directory,File,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_191613_753.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,16,10/03/2017,19:16,10/03/2017,A-DASY,25,46,165,10,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_192255_727.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,22,10/03/2017,19:22,10/03/2017,A-DASY,17,45,172,8,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_192714_307.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,27,10/03/2017,19:27,10/03/2017,A-DASY,24,47,167,10,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_192723_325.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,27,10/03/2017,19:27,10/03/2017,A-DASY,55,47,69,8,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_192741_842.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,7,2017,3,10,19,27,10/03/2017,19:27,10/03/2017,A-DASY,4,45,165,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_193109_285.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,31,10/03/2017,19:31,10/03/2017,A-DASY,38,47,50,8,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_193114_285.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,31,10/03/2017,19:31,10/03/2017,A-DASY,27,49,57,6,6,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195039_331.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,50,10/03/2017,19:50,10/03/2017,A-DASY,10,45,133,6,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195155_215.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,51,10/03/2017,19:51,10/03/2017,A-DASY,6,46,0,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195222_881.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,52,10/03/2017,19:52,10/03/2017,A-DASY,4,47,0,6,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_195239_070.wav,,Myosp,Myosp,Main,Myosp,6,Myobec,1,2017,3,10,19,52,10/03/2017,19:52,10/03/2017,A-DASY,43,41,73,6,2,1,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_195607_999.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,56,10/03/2017,19:56,10/03/2017,A-DASY,39,50,102,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_195612_999.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,56,10/03/2017,19:56,10/03/2017,A-DASY,12,50,92,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195618_168.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,4,2017,3,10,19,56,10/03/2017,19:56,10/03/2017,A-DASY,2,47,0,4,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195626_979.wav,,ChiroSp,ChiroSp,Main,Myosp,1,Myonat,0,2017,3,10,19,56,10/03/2017,19:56,10/03/2017,A-DASY,13,38,0,5,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_195951_871.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,19,59,10/03/2017,19:59,10/03/2017,A-DASY,10,47,163,6,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_200029_484.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2017,3,10,20,0,10/03/2017,20:00,10/03/2017,A-DASY,14,44,179,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_200304_000.wav,,ChiroSp,ChiroSp,Main,Pip50,1,PippiT,0,2017,3,10,20,3,10/03/2017,20:03,10/03/2017,A-DASY,2,46,0,3,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_200309_000.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2017,3,10,20,3,10/03/2017,20:03,10/03/2017,A-DASY,3,46,0,4,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_200309_983.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,3,10/03/2017,20:03,10/03/2017,A-DASY,5,45,115,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_201124_691.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,11,10/03/2017,20:11,10/03/2017,A-DASY,30,44,159,9,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_201129_691.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,11,10/03/2017,20:11,10/03/2017,A-DASY,23,46,91,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_201134_885.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,11,10/03/2017,20:11,10/03/2017,A-DASY,10,46,76,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_201139_269.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,11,10/03/2017,20:11,10/03/2017,A-DASY,28,47,89,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_201210_416.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,20,12,10/03/2017,20:12,10/03/2017,A-DASY,6,45,90,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_202056_382.wav,C. Brabant,ChiroSp,ChiroSp,Main,Barbar,2,Barbar,0,2017,3,10,20,20,10/03/2017,20:20,10/03/2017,A-DASY,1,38,0,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_202352_404.wav,,PippiT,PippiT,Main,Pip50,6,PippiT,6,2017,3,10,20,23,10/03/2017,20:23,10/03/2017,A-DASY,4,45,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_203317_812.wav,C. Brabant,Nyclei,ENVsp,Main,ENVsp,10,Eptser,1,2017,3,10,20,33,10/03/2017,20:33,10/03/2017,A-DASY,12,25,426,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_203322_812.wav,C. Brabant,Eptser,ENVsp,Main,ENVsp,10,Vesmur,0,2017,3,10,20,33,10/03/2017,20:33,10/03/2017,A-DASY,7,24,151,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_204006_652.wav,,Plesp,Plesp,Main,Plesp,6,Pleaur,3,2017,3,10,20,40,10/03/2017,20:40,10/03/2017,A-DASY,19,25,155,5,7,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_204006_652.wav,,PippiT,PippiT,Secondary,Pip50,10,PippiT,10,2017,3,10,20,40,10/03/2017,20:40,10/03/2017,A-DASY,8,47,73,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_204011_652.wav,,Pleaur,Pleaur,Main,Plesp,10,Pleaur,8,2017,3,10,20,40,10/03/2017,20:40,10/03/2017,A-DASY,16,23,213,5,9,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_204845_501.wav,,Myosp,Myosp,Main,Myosp,8,Myobec,2,2017,3,10,20,48,10/03/2017,20:48,10/03/2017,A-DASY,44,35,97,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_205913_397.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2017,3,10,20,59,10/03/2017,20:59,10/03/2017,A-DASY,35,47,74,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_205918_397.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2017,3,10,20,59,10/03/2017,20:59,10/03/2017,A-DASY,25,44,106,8,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_211123_498.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,21,11,10/03/2017,21:11,10/03/2017,A-DASY,27,47,176,10,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_211128_498.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,10,21,11,10/03/2017,21:11,10/03/2017,A-DASY,2,46,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_213944_363.wav,,ChiroSp,ChiroSp,Main,Pip50,4,PippiT,4,2017,3,10,21,39,10/03/2017,21:39,10/03/2017,A-DASY,39,44,98,9,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_213949_363.wav,C. Brabant,Pipnat,ChiroSp,Main,Pip35,4,Pipnat,2,2017,3,10,21,39,10/03/2017,21:39,10/03/2017,A-DASY,10,42,169,9,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170310_215205_432.wav,,Plesp,Plesp,Main,Plesp,8,Pleaus,1,2017,3,10,21,52,10/03/2017,21:52,10/03/2017,A-DASY,7,26,199,4,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_224240_589.wav,,Myosp,Myosp,Main,Myosp,9,Myobec,2,2017,3,10,22,42,10/03/2017,22:42,10/03/2017,A-DASY,44,39,89,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_224245_589.wav,,ChiroSp,ChiroSp,Main,Myosp,3,Myobec,3,2017,3,10,22,42,10/03/2017,22:42,10/03/2017,A-DASY,17,38,92,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_234712_711.wav,C. Brabant,Myosp,Myosp,Main,Myosp,9,Myodau,1,2017,3,10,23,47,10/03/2017,23:47,10/03/2017,A-DASY,66,40,68,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170310_234717_711.wav,,ChiroSp,ChiroSp,Main,Myosp,3,Myobec,1,2017,3,10,23,47,10/03/2017,23:47,10/03/2017,A-DASY,14,38,68,5,1,1,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_013753_157.wav,C. Brabant,Myosp,Myosp,Main,Myosp,9,Myodau,2,2017,3,11,1,37,11/03/2017,1:37,10/03/2017,A-DASY,40,43,87,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_013758_157.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myodau,0,2017,3,11,1,37,11/03/2017,1:37,10/03/2017,A-DASY,8,43,185,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_015724_526.wav,C. Brabant,Myodau,Myosp,Main,Myosp,10,Myodau,0,2017,3,11,1,57,11/03/2017,1:57,10/03/2017,A-DASY,62,41,71,5,2,1,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_015729_526.wav,,Myosp,Myosp,Main,Myosp,8,Myobec,3,2017,3,11,1,57,11/03/2017,1:57,10/03/2017,A-DASY,17,41,87,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_022914_278.wav,,parasi,parasi,Main,parasi,1,parasi,1,2017,3,11,2,29,11/03/2017,2:29,10/03/2017,A-DASY,10,20,232,6,8,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_022919_278.wav,,parasi,parasi,Main,parasi,3,parasi,3,2017,3,11,2,29,11/03/2017,2:29,10/03/2017,A-DASY,6,15,242,5,9,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_043449_784.wav,,Myosp,Myosp,Main,Myosp,10,Myobec,2,2017,3,11,4,34,11/03/2017,4:34,10/03/2017,A-DASY,45,42,77,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_043454_784.wav,,ChiroSp,ChiroSp,Main,Myosp,4,Myobec,4,2017,3,11,4,34,11/03/2017,4:34,10/03/2017,A-DASY,1,41,0,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_054108_634.wav,,Myosp,Myosp,Main,Myosp,10,Myodau,0,2017,3,11,5,41,11/03/2017,5:41,10/03/2017,A-DASY,60,42,68,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_054113_634.wav,,Myosp,Myosp,Main,Myosp,7,Myodau,0,2017,3,11,5,41,11/03/2017,5:41,10/03/2017,A-DASY,85,41,45,5,6,9,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_190539_340.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,11,19,5,11/03/2017,19:05,11/03/2017,A-DASY,18,45,107,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_190949_543.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,8,2017,3,11,19,9,11/03/2017,19:09,11/03/2017,A-DASY,5,44,103,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_191107_493.wav,,ChiroSp,ChiroSp,Main,Pip50,3,PippiT,3,2017,3,11,19,11,11/03/2017,19:11,11/03/2017,A-DASY,3,43,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_191239_251.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,11,19,12,11/03/2017,19:12,11/03/2017,A-DASY,21,46,162,9,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_191244_251.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,11,19,12,11/03/2017,19:12,11/03/2017,A-DASY,9,47,163,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_191451_437.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,11,19,14,11/03/2017,19:14,11/03/2017,A-DASY,9,44,109,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_191645_691.wav,,Pipnat,Pipnat,Main,Pip35,7,Pipnat,7,2017,3,11,19,16,11/03/2017,19:16,11/03/2017,A-DASY,12,41,204,7,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_191702_821.wav,P. Nyssen,PippiT,PippiT,Main,Pip50,10,PippiT,10,2017,3,11,19,17,11/03/2017,19:17,11/03/2017,A-DASY,39,44,97,7,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170311_191707_821.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2017,3,11,19,17,11/03/2017,19:17,11/03/2017,A-DASY,2,44,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_192117_331.wav,,Nycnoc,Nycnoc,Main,ENVsp,8,Nycnoc,8,2017,3,11,19,21,11/03/2017,19:21,11/03/2017,A-DASY,6,20,389,10,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170311_192122_331.wav,C. Brabant,Nycnoc,Nycnoc,Main,ENVsp,10,Nycnoc,7,2017,3,11,19,21,11/03/2017,19:21,11/03/2017,A-DASY,13,20,380,10,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
