Dossier,Fichier,Id_avant validation,Id,Validation,Opérateur,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,Machine,Site,Habitat1,Habitat2,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Projet
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_221641_002.wav,PippiT,PippiT,C. Brabant,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,22,16,7/07/2018,22:16,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",27,50,86,5,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_221646_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,22,16,7/07/2018,22:16,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",7,47,90,5,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_222730_002.wav,Myosp,Myosp,,"Q. Smits, B. Molitor",Principal,Myosp,8,Myobra,0,2018,7,7,22,27,7/07/2018,22:27,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",5,39,0,2,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_222830_002.wav,Pip50,Pip50,,"Q. Smits, B. Molitor",Principal,Pip50,9,PippiT,5,2018,7,7,22,28,7/07/2018,22:28,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,48,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_222835_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,22,28,7/07/2018,22:28,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",15,48,81,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_223124_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,22,31,7/07/2018,22:31,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",35,47,80,7,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_223129_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Pip50,3,PippiT,3,2018,7,7,22,31,7/07/2018,22:31,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",2,47,0,4,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_223448_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,22,34,7/07/2018,22:34,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,50,0,5,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_224233_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Myosp,0,Myoema,0,2018,7,7,22,42,7/07/2018,22:42,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,53,0,1,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_225950_002.wav,Myosp,Myosp,,"Q. Smits, B. Molitor",Principal,Myosp,6,Myobec,1,2018,7,7,22,59,7/07/2018,22:59,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",20,41,93,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_225955_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Myosp,3,Myobra,0,2018,7,7,22,59,7/07/2018,22:59,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",5,44,89,4,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_230415_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,4,7/07/2018,23:04,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",17,48,86,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_230420_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,4,7/07/2018,23:04,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",11,47,92,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231135_002.wav,Myosp,Myobec,C. Brabant,"Q. Smits, B. Molitor",Principal,Myosp,8,Myobec,4,2018,7,7,23,11,7/07/2018,23:11,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",12,36,98,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231140_002.wav,Myosp,Myosp,C. Brabant,"Q. Smits, B. Molitor",Principal,Myosp,7,Myobec,3,2018,7,7,23,11,7/07/2018,23:11,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",14,36,85,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231237_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,12,7/07/2018,23:12,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",20,49,80,5,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231242_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,12,7/07/2018,23:12,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",21,47,82,6,3,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231452_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,14,7/07/2018,23:14,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",68,48,61,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231457_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,14,7/07/2018,23:14,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",30,47,80,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231659_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,16,7/07/2018,23:16,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",7,47,97,5,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231941_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,19,7/07/2018,23:19,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",40,46,80,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_231946_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,6,PippiT,6,2018,7,7,23,19,7/07/2018,23:19,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,44,0,4,3,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_232642_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,26,7/07/2018,23:26,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",16,48,111,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233112_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,31,7/07/2018,23:31,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",15,47,95,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233117_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,31,7/07/2018,23:31,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",12,46,170,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233205_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,32,7/07/2018,23:32,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",33,49,89,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233210_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,32,7/07/2018,23:32,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",7,47,67,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233255_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,32,7/07/2018,23:32,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",16,49,185,8,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233559_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,35,7/07/2018,23:35,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",5,46,1,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233824_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Myosp,3,Myomyo,3,2018,7,7,23,38,7/07/2018,23:38,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",13,32,135,5,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_233916_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,39,7/07/2018,23:39,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",28,45,93,7,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234012_002.wav,ENVsp,ENVsp,,"Q. Smits, B. Molitor",Principal,ENVsp,6,Eptnil,0,2018,7,7,23,40,7/07/2018,23:40,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",17,29,134,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234138_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,7,PippiT,7,2018,7,7,23,41,7/07/2018,23:41,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",14,44,74,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234143_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,41,7/07/2018,23:41,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",26,45,91,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234152_002.wav,ENVsp,ENVsp,,"Q. Smits, B. Molitor",Principal,ENVsp,10,Eptser,0,2018,7,7,23,41,7/07/2018,23:41,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",19,27,0,8,4,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234157_002.wav,ENVsp,ENVsp,,"Q. Smits, B. Molitor",Principal,ENVsp,10,Vesmur,0,2018,7,7,23,41,7/07/2018,23:41,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,26,0,7,3,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234421_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,44,7/07/2018,23:44,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",32,48,86,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234432_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,44,7/07/2018,23:44,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",9,47,96,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234437_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,44,7/07/2018,23:44,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",16,47,85,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234549_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,45,7/07/2018,23:45,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",14,47,98,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234640_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Pip50,0,PippiT,0,2018,7,7,23,46,7/07/2018,23:46,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,47,0,4,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234706_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Pip50,3,PippiT,3,2018,7,7,23,47,7/07/2018,23:47,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,48,0,4,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234906_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,49,7/07/2018,23:49,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",14,45,105,10,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234911_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,49,7/07/2018,23:49,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",10,44,182,9,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234937_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,49,7/07/2018,23:49,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",8,47,0,7,3,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_234942_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,49,7/07/2018,23:49,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",6,46,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235149_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,51,7/07/2018,23:51,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",30,49,0,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235154_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,51,7/07/2018,23:51,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,47,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235244_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,52,7/07/2018,23:52,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",11,47,160,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235249_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,52,7/07/2018,23:52,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",24,47,126,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235318_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,53,7/07/2018,23:53,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",25,46,148,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235323_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Pip50,4,PippiT,4,2018,7,7,23,53,7/07/2018,23:53,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,44,0,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235530_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,55,7/07/2018,23:55,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",16,48,131,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180707_235938_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,7,23,59,7/07/2018,23:59,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",33,46,98,9,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000046_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,0,8/07/2018,0:00,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,47,0,7,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000051_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,0,8/07/2018,0:00,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",22,47,162,8,3,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000222_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Myosp,1,Myobec,1,2018,7,8,0,2,8/07/2018,0:02,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",28,40,93,5,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000300_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Myosp,0,Myodau,0,2018,7,8,0,3,8/07/2018,0:03,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,41,0,4,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000307_002.wav,Myosp,Myosp,,"Q. Smits, B. Molitor",Principal,Myosp,8,Myobec,1,2018,7,8,0,3,8/07/2018,0:03,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",30,40,97,6,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000444_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,4,8/07/2018,0:04,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",9,45,66,7,4,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000449_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,4,8/07/2018,0:04,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",20,44,0,9,4,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000454_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,4,8/07/2018,0:04,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",6,47,0,7,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000510_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,5,8/07/2018,0:05,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",4,46,84,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000723_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,7,8/07/2018,0:07,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",10,47,89,8,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000728_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,6,PippiT,6,2018,7,8,0,7,8/07/2018,0:07,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",102,53,27,5,2,8,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000733_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,7,8/07/2018,0:07,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",23,48,87,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000738_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,7,8/07/2018,0:07,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",1,45,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000743_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,10,PippiT,10,2018,7,8,0,7,8/07/2018,0:07,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",12,45,179,8,1,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000855_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,8,PippiT,7,2018,7,8,0,8,8/07/2018,0:08,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,44,0,6,0,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_000900_002.wav,ChiroSp,ChiroSp,,"Q. Smits, B. Molitor",Principal,Pip50,5,PippiT,5,2018,7,8,0,9,8/07/2018,0:09,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",3,44,0,7,5,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_001031_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,6,PippiT,6,2018,7,8,0,10,8/07/2018,0:10,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",4,44,0,6,2,0,Barba_Lux
F:/BarbaLux/SM4G/wav analyse/,G-BARBA_20180708_001036_002.wav,PippiT,PippiT,,"Q. Smits, B. Molitor",Principal,Pip50,8,PippiT,8,2018,7,8,0,10,8/07/2018,0:10,7/07/2018,G-BARBA,SM4-G,Bois de la casquette_Bouillon,Forêt feuillue,"Route (induré, circulation véhicule rapide)",19,44,156,9,3,0,Barba_Lux
