Directory,File,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Machine,Projet,Habitat1,Habitat2
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_020416_204.wav,,ENVsp,ENVsp,Main,ENVsp,8,Vesmur,0,2015,8,3,2,4,3/08/2015,2:04,2/08/2015,SM2-BXL,15,30,212,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150803_020421_204.wav,,parasi,parasi,Main,parasi,0,parasi,0,2015,8,3,2,4,3/08/2015,2:04,2/08/2015,SM2-BXL,4,29,0,7,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_020833_637.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,9,2015,8,3,2,8,3/08/2015,2:08,2/08/2015,SM2-BXL,3,45,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_025627_792.wav,,Pip50,Pip50,Main,Pip50,10,PippiT,1,2015,8,3,2,56,3/08/2015,2:56,2/08/2015,SM2-BXL,5,49,172,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_025632_792.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,2,56,3/08/2015,2:56,2/08/2015,SM2-BXL,17,47,182,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_031010_287.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,7,2015,8,3,3,10,3/08/2015,3:10,2/08/2015,SM2-BXL,20,48,182,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_031015_287.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,3,10,3/08/2015,3:10,2/08/2015,SM2-BXL,2,46,0,6,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_031209_771.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,3,12,3/08/2015,3:12,2/08/2015,SM2-BXL,20,44,186,8,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_031346_613.wav,,ENVsp,ENVsp,Main,ENVsp,7,Vesmur,1,2015,8,3,3,13,3/08/2015,3:13,2/08/2015,SM2-BXL,11,28,234,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_031351_613.wav,,ENVsp,ENVsp,Main,ENVsp,8,Vesmur,3,2015,8,3,3,13,3/08/2015,3:13,2/08/2015,SM2-BXL,5,27,236,6,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_033117_748.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,3,31,3/08/2015,3:31,2/08/2015,SM2-BXL,40,45,105,9,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_035224_459.wav,,ENVsp,ENVsp,Main,ENVsp,9,Vesmur,3,2015,8,3,3,52,3/08/2015,3:52,2/08/2015,SM2-BXL,17,28,148,7,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_035229_459.wav,,ENVsp,ENVsp,Main,ENVsp,10,Eptser,3,2015,8,3,3,52,3/08/2015,3:52,2/08/2015,SM2-BXL,9,26,276,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_035513_268.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,3,55,3/08/2015,3:55,2/08/2015,SM2-BXL,22,46,153,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_040403_101.wav,,ChiroSp,ChiroSp,Main,Pip50,2,PippiT,2,2015,8,3,4,4,3/08/2015,4:04,2/08/2015,SM2-BXL,3,44,0,5,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150803_040649_191.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,4,6,3/08/2015,4:06,2/08/2015,SM2-BXL,2,46,0,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_041811_661.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,4,18,3/08/2015,4:18,2/08/2015,SM2-BXL,24,45,185,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_042331_251.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,4,23,3/08/2015,4:23,2/08/2015,SM2-BXL,10,46,92,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_043022_939.wav,P. Nyssen,Myodau,ChiroSp,Main,Myosp,3,Myobec,1,2015,8,3,4,30,3/08/2015,4:30,2/08/2015,SM2-BXL,51,41,97,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_043027_939.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,2,Myobec,1,2015,8,3,4,30,3/08/2015,4:30,2/08/2015,SM2-BXL,7,40,104,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_043758_245.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,4,37,3/08/2015,4:37,2/08/2015,SM2-BXL,21,47,182,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_043803_245.wav,,Pip50,Pip50,Main,Pip50,8,PippiT,5,2015,8,3,4,38,3/08/2015,4:38,2/08/2015,SM2-BXL,3,46,0,5,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_050304_732.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,5,3,3/08/2015,5:03,2/08/2015,SM2-BXL,8,47,255,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_050309_732.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2015,8,3,5,3,3/08/2015,5:03,2/08/2015,SM2-BXL,7,46,262,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/NOISE/,SM2-BXL_0_20150803_050331_583.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,8,2015,8,3,5,3,3/08/2015,5:03,2/08/2015,SM2-BXL,1,50,0,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053344_657.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,33,3/08/2015,5:33,2/08/2015,SM2-BXL,25,26,206,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053349_657.wav,,ChiroSp,ChiroSp,Main,ENVsp,4,Nyclei,2,2015,8,3,5,33,3/08/2015,5:33,2/08/2015,SM2-BXL,6,26,242,5,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053353_537.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,33,3/08/2015,5:33,2/08/2015,SM2-BXL,23,26,216,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053358_537.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,33,3/08/2015,5:33,2/08/2015,SM2-BXL,14,26,188,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053403_537.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,21,26,221,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053408_537.wav,P. Nyssen,Nyclei,ENVsp,Main,ENVsp,10,Vesmur,5,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,12,25,235,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053413_537.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,21,26,219,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053418_537.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,3,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,16,26,134,10,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053424_700.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,0,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,11,27,142,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053433_501.wav,,ENVsp,ENVsp,Main,ENVsp,9,Vesmur,1,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,12,27,194,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053439_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Nyclei,0,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,23,26,201,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053444_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,24,26,221,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053449_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,27,25,207,10,3,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053454_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,25,26,160,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053459_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,34,3/08/2015,5:34,2/08/2015,SM2-BXL,25,27,153,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053504_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Nyclei,2,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,11,25,244,9,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053509_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Nyclei,1,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,21,26,221,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053514_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,25,26,222,10,3,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053519_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,21,26,223,8,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053524_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,24,26,218,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053529_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,0,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,18,25,245,7,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053534_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Nyclei,2,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,28,27,130,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053539_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,38,28,127,10,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053544_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,0,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,24,27,219,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053549_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,25,27,209,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053554_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,24,26,229,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053559_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,35,3/08/2015,5:35,2/08/2015,SM2-BXL,33,27,130,10,4,7,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053604_325.wav,,ENVsp,ENVsp,Main,ENVsp,9,Vesmur,0,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,32,26,117,10,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053609_325.wav,,ENVsp,ENVsp,Main,ENVsp,10,Nyclei,3,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,10,24,264,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053615_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,3,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,24,26,223,10,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053620_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,1,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,23,26,234,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053625_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,29,26,137,10,2,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053630_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,28,26,166,9,4,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053635_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,19,26,219,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053640_292.wav,P. Nyssen,Nyclei,ENVsp,Main,ENVsp,10,Vesmur,4,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,24,26,212,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053645_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,3,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,25,26,160,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053650_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,3,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,23,26,226,10,1,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053655_292.wav,,ENVsp,ENVsp,Main,ENVsp,10,Vesmur,2,2015,8,3,5,36,3/08/2015,5:36,2/08/2015,SM2-BXL,11,25,221,10,0,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
E:/SM2 Bruxelles 2015/Ecoduc20150801-04_CecileHerr/wav/,SM2-BXL_0_20150803_053700_000.wav,P. Nyssen,Nyclei,ENVsp,Main,ENVsp,10,Vesmur,5,2015,8,3,5,37,3/08/2015,5:37,2/08/2015,SM2-BXL,26,27,213,9,3,0,C. Herr,Ecoduc chemin de fer 161 - Watermael-Boitsfort,SM2,Plecobrux,Forêt feuillue,"Route (induré, circulation véhicule rapide)"
